"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
-0.051436,0.67558,0.24965,1.5012,-1678.6,-0.20525,-0.049701,0.48022,1.3736,0.32442,-0.004798,-0.099788,-0.036182,-0.049701,-4961.4,-0.073568,1.4802,-0.049701,-0.036182,4.93,NA,-0.005063,-0.037445,-0.049701,0.1584,-0.076136,-0.11275,0.98957,3.6832,0.45564,-0.003835,173.11,2.1132,1.558,-0.002787,1.3736,NA,0.32442,-0.002029,0.12059,-4.4479,-0.003686,182.72,177.79,-2.7723,1.464,6.434,-0.005063,-0.003686,1.1068,0.49807,0.47321,1.286,1.286,1203.7,0.23549,-0.15855,0.79892,0,74.037,2.0529,132.35,2.7579,5.4448,0
0.053755,0.64351,-0.082658,0.87155,-51.097,0,0.071674,0.55398,2.4641,0.35649,0.073038,0.11138,0.060376,0.071674,1578.8,0.23119,1.554,0.071674,0.029087,36.214,0.9679,0.069247,0.021815,0.17302,0.31818,0.20335,50.762,-0.18822,3.804,0.25016,0.029266,97.485,3.7441,3.7441,0.054717,2.4641,NA,0.35649,0.022206,0.048147,0.14657,0.028102,78.488,42.273,0.21988,0.49163,37.037,-0.007852,-0.003186,0.87155,0.64351,0.26708,0.81178,0.81178,-526.37,0.022206,0.15079,0.97119,0,10.079,8.6343,95.321,3.8292,5.6111,0
-0.10923,1.0643,-0.51811,0.49184,-128.21,-0.36314,-0.10923,-0.10496,0.95543,-0.1117,-0.10923,-0.10713,-0.031948,-0.10923,-7427.9,-0.049139,0.93959,-0.10923,-0.066724,15.535,1.5821,-0.10597,-0.066724,-0.36265,-0.1117,-0.049139,-0.6185,-1.0392,4.4817,0.64484,-0.066724,217.2,1.6805,-0.09957,-0.10597,1.6889,9.6534,-0.066975,-0.064735,0.010636,-0.71346,-0.064735,109.39,93.857,-1.5677,0.4235,14.842,-0.1629,-0.099511,0.47117,1.0196,0.59506,-0.22406,-0.13434,-15709,-0.046647,0.97783,1.0466,-0.40043,23.496,3.8889,227.33,1.6056,3.2836,0
0.047187,0.47581,0.11701,1.2522,-43.789,0,0.047187,1.1017,1.6667,0.52419,0.051513,0.10169,0.033919,0.047187,3072,0.11882,2.1017,0.047187,0.028311,63.675,1.0225,0,0.028311,0.12811,0.50038,0.11882,0,0.27931,4.6232,0.22531,0.064354,116.38,3.1363,3.0588,0.002972,1.6667,477.15,0.5248,0.001783,0.22071,1.697,0,104.82,41.144,0.16229,0.62558,72.922,-0.009346,-0.005607,1.2212,0.46405,0.31885,1.2512,1.2527,4914.4,0.12681,0.090019,0.87726,0.001161,5.7323,8.8714,101.62,3.5917,3.9785,0
-0.039535,1.0392,-0.67162,0.35369,-131.59,0.024601,-0.041705,-0.093154,0.9921,-0.096802,-0.041705,-0.040134,0.027221,-0.041705,6561.1,0.055631,0.96231,-0.041705,-0.019638,11.484,1.0923,-0.01225,-0.018616,0.052954,-0.096802,0.057719,-0.057224,-1.0619,4.9896,0.48573,-0.019638,177.19,2.06,-0.011788,-0.01225,2.1956,NA,-0.096802,-0.005768,0.014702,0.3915,-0.005768,60.543,49.059,-0.59166,0.28939,11.394,-0.11176,-0.052627,0.35369,1.0392,0.48544,-0.15306,-0.15306,-65573,-0.007967,0.40841,1.008,0,31.783,7.4401,178.6,2.0437,3.3579,0
-0.032767,0.2834,0.20373,1.7189,-382.62,0,-0.032767,2.5286,2.8645,0.7166,-0.027086,-0.11562,0.00685,-0.032767,5272.1,0.069232,3.5286,-0.032767,-0.011439,13.703,0.93043,-0.027747,-0.011439,-0.019417,0.12819,0.069232,-4.8842,0.39723,3.7291,0.053176,-0.011439,35.605,10.272,10.272,-0.040807,2.8645,NA,0.7166,-0.014246,0.50436,0.38338,-0.009687,43.858,30.155,-0.3047,1.3394,13.483,-0.080135,-0.027975,1.7189,0.2834,0.097352,1.3972,1.3972,1091.9,-0.014246,-0.045726,1.0183,0,26.637,12.104,36.112,10.108,5.5852,0
0.14742,0.36702,0.28683,2.3412,-0.80799,0.14742,0.18201,1.7246,1.1083,0.63298,0.18201,0.85109,0.098587,0.18201,650.28,0.5613,2.7246,0.18201,0.087102,50.831,NA,0.2042,0.07055,0.18201,0.63298,0.46706,1.0831,0.57444,3.9427,0.16985,0.087102,41.4,8.8164,0.55638,0.2042,2.0913,1.3689,0.78615,0.097722,0.056601,0.052876,0.097722,85.342,34.511,0.50659,0.98046,56.337,0.1802,0.086237,1.3642,0.21385,0.11343,1.2677,1.5744,2513.5,0.097722,0.2329,0.90228,0.24198,7.1806,10.576,37.355,9.7712,4.1849,0
0.022167,0.38452,0.25902,1.7359,-143.7,0,0.022167,1.6007,0.68628,0.61548,0.038754,0.06298,0.097892,0.022167,2089.1,0.17472,2.6007,0.022167,0.0323,275.67,0.83315,0.038754,0.0323,0.090679,0.49678,0.17472,2.3364,0.66583,3.7032,0.52639,0.053169,182.6,1.9989,1.8297,-0.017271,0.68628,3.8986,0.63925,-0.025166,0.076259,0.15301,0.05647,310.68,35.008,0.042766,0.26327,268.91,-0.006261,-0.009123,1.589,0.35196,0.50027,1.5821,1.6432,1307.7,-0.025166,0.036015,0.97043,0.038617,1.324,10.426,187.19,1.9499,1.7641,0
0.064498,0.49163,0.17214,1.6308,-264.67,0.11543,0.07671,1.0341,2.2644,0.50837,0.08985,0.28112,0.050429,0.07671,1571.4,0.23227,2.0341,0.07671,0.033876,23.546,1.1758,0.073093,0.028483,0.21766,0.46061,0.20744,5.5624,0.31017,5.5147,0.21711,0.033876,52.377,6.9961,3.883,0.067843,2.2644,2.597,0.62348,0.02996,0.22131,0.1482,0.032279,61.996,38.451,0.44154,1.0955,27.929,0.035609,0.015725,0.90517,0.27287,0.14294,0.916,1.1234,56303,0.16025,0.12687,0.84885,0.22642,15.502,9.4927,43.984,8.2986,4.0801,0
-0.07646,0.77275,-0.063177,0.91824,-177.72,-0.07646,-0.092724,0.27892,0.99734,0.21554,-0.092724,-0.11999,-0.079689,-0.092724,-3669.4,-0.099471,1.2941,-0.092724,-0.096129,152.21,NA,-0.094794,-0.079268,-0.092724,0.21554,-0.078424,-0.98014,-0.21753,5.0386,0.73856,-0.096129,291.63,1.2516,-0.12267,-0.094794,0.98108,NA,0.21554,-0.098275,0.083534,-0.32185,-0.098275,244.08,91.863,-0.19008,0.39769,151.81,-0.11065,-0.11471,0.91824,0.77275,0.799,0.74214,0.74214,-6904.2,-0.002663,-0.35474,1.0027,0,2.3979,3.9733,292.41,1.2482,3.3213,0
-0.001376,0.49367,0.38169,1.7732,33.976,0,0.03149,1.0256,3.9876,0.50633,0.031549,0.063788,0.011452,0.03149,3945.9,0.092502,2.0256,0.03149,0.007897,0.21647,0.98137,0.031538,-0.000345,0.42609,0.48221,0.025927,537.74,3.0623,3.3252,0.10609,0.007912,45.537,8.0155,8.0155,0.030645,3.9876,NA,0.50633,0.007685,0.15765,0.35997,0.007909,73,72.784,-0.5818,1.7684,0.21814,0.017363,0.004354,1.7732,0.49367,0.12476,4.0623,4.0623,806.99,0.007685,-0.002717,0.9921,0,1686.2,5.0149,45.187,8.0776,31.993,0
0.045881,0.42896,-0.047562,0.8794,-49.992,0,0.056643,1.3312,1.6632,0.57104,0.072048,0.14363,0.039704,0.056643,2370.9,0.15395,2.3312,0.056643,0.034056,36.983,NA,0.071994,0.027585,0.056643,0.05856,0.12886,4.6736,-0.072814,3.8808,0.2569,0.043318,90.46,4.0349,3.7096,0.071994,1.6632,5.1541,0.60563,0.043285,0.013309,0.17569,0.043285,74.955,37.972,0.27225,0.45207,38.656,0.0626,0.037637,0.80848,0.39437,0.24783,0.87423,0.92719,-361.48,0.043285,0.080346,0.96595,0.060574,9.8695,9.6123,86.544,4.2175,2.5463,0
0.40039,0.48372,0.43322,1.8956,44.636,0,0.40039,1.0673,1.6678,0.51628,0.40039,0.82772,0.26241,0.40039,403.43,0.90473,2.0673,0.40039,0.24007,47.708,NA,0.39983,0.24007,0.40039,0.40039,0.90473,NA,5.2159,3.5592,0.23163,0.24007,139.49,2.6167,2.6167,0.40204,1.6678,NA,0.51628,0.24107,0.33143,0.03689,0.23974,165.59,117.88,1.8367,1.445,62.862,0.36258,0.21741,1.8956,0.48372,0.38217,6.2159,6.2159,1570,0.24107,0.77552,0.76052,0,7.6506,3.0963,105.86,3.4478,20.08,0
0.26896,0.24503,0.24649,2.2841,52.738,0.26896,0.26896,2.9971,1.142,0.73439,0.26896,1.4011,0.20043,0.26896,246.7,1.4795,4.0812,0.26896,0.1487,5.1708,NA,0.27121,0.1487,0.26896,0.73439,1.4795,1.7123,0.43896,3.9864,-0.030966,0.1487,44.238,8.2507,1.1068,0.27121,1.8659,7.7799,0.78745,0.14994,1.5815,0.022085,0.14994,27.215,22.045,10.496,2.1506,5.9051,0.17764,0.098213,1.7894,0.19196,0.1212,1.3078,1.4023,2389.1,0.12435,0.36624,0.87565,0.072256,70.589,16.557,38.737,9.4224,3.2211,0
0.15378,0.29537,0.15504,1.7699,-10.658,0.23095,0.19099,2.156,1.132,0.63681,0.19099,0.94845,0.16514,0.19099,411.15,0.88774,3.3856,0.19099,0.12029,44.613,1.2426,0.19741,0.09685,0.28724,0.63681,0.76175,1.4075,0.2409,5.0595,0.16075,0.12029,52.404,6.9651,0.66836,0.19741,1.6078,1.7271,0.73081,0.12433,0.20122,0.036149,0.12433,72.618,28.004,0.79237,0.80618,50.504,0.12619,0.079476,1.2067,0.20137,0.14357,0.98948,1.1355,17781,0.11664,0.24148,0.88336,0.14761,8.1814,13.034,46.292,7.8848,2.4671,0
0.055119,0.16926,0.36539,3.7804,191.89,0,0.055119,4.9082,0.74588,0.83074,0.062569,0.41942,0.13091,0.055119,632.69,0.5769,5.9082,0.055119,0.073898,55.457,1.2894,0,0.073898,NA,0.78659,0.5769,0,0.72614,4.9093,0.099351,0.16723,115.47,3.161,2.4544,0.012127,0.74588,498.77,0.83151,0.016259,1.1296,0.13267,0,170.47,115.01,0.48638,2.918,99.574,-0.042524,-0.057012,2.9352,0.13142,0.31635,1.6509,1.6525,29650,0.44306,0.066349,0.58499,0.000926,6.5817,3.1736,64.31,5.6757,1.4823,0
0.017391,0.46278,0.072858,1.1878,-38.649,0,0.017391,1.1609,1.9604,0.53722,0.041231,0.044831,0.012905,0.017391,6676.6,0.054668,2.1609,0.017391,0.008871,44.927,1.1521,0,0.008871,0.084148,0.5102,0.054668,0,0.13512,3.9485,0.22017,0.022829,87.929,4.1511,3.4796,0.012946,1.9604,5.1294,0.58001,0.006604,0.089573,1.9505,0,79.322,34.395,0.072071,0.56578,54.695,-0.007909,-0.004034,0.99568,0.38792,0.2409,0.99629,1.0756,647.11,0.17859,0.032372,0.84039,0.079648,8.1243,10.612,72.226,5.0536,3.6356,0
0.098249,0.28195,0.35223,2.2599,69.816,0,0.1255,2.5468,1.2229,0.71805,0.13072,0.44889,0.11263,0.1255,747.17,0.48851,3.5468,0.1255,0.10262,43.004,NA,0.12562,0.080339,0.1255,0.69099,0.39186,24.055,0.95667,3.5195,0.16371,0.10284,94.699,3.8543,3.8219,0.14535,1.2229,NA,0.71805,0.11885,0.29791,0.068175,0.10272,163.72,120.71,0.68189,1.7445,48.804,0.11338,0.092714,2.2409,0.27958,0.25945,1.9502,1.9502,1165,0.11885,0.13683,0.89859,0,8.4876,3.0237,83.444,4.3742,3.3215,0
0.007882,0.82656,0.053271,1.0693,-4448.9,0,0.007882,0.20983,1.1287,0.17344,0.013133,0.010248,0.44982,0.007882,594.23,0.61424,1.2098,0.007882,0.006983,162.38,0.99823,0,0.006983,0.028604,0.16426,0.61424,0,0.29991,4.8512,0.67108,0.014257,523.09,0.69778,0.64928,0.005246,1.1287,6.836,0.22029,0.004648,0.0982,0.055123,0,241.52,79.144,0.015697,0.41641,341.5,-0.49983,-0.44284,0.99494,0.76911,1.4331,0.97645,1.2402,3782.1,0.52452,0.045442,0.4957,0.27012,2.2479,4.6119,248.72,1.4675,6.3544,0
0.083164,0.39525,0.1936,1.5091,-12.187,0.21047,0.10627,1.3037,1.0552,0.51531,0.10627,0.27946,0.078436,0.10627,893.16,0.40866,2.53,0.10627,0.051604,45.693,1.4016,0.11161,0.040385,0.26783,0.51531,0.35021,0.57192,0.45433,4.0181,0.1867,0.051604,71.123,5.1319,0.28238,0.11161,2.066,21.089,0.53029,0.054198,0.028337,0.077875,0.054198,99.805,54.112,0.3226,0.83119,48.217,0.056355,0.027366,1.4519,0.38026,0.19486,1.2093,1.2444,2018.4,0.052356,0.16139,0.94764,0.029084,7.9881,6.7453,67.399,5.4155,4.8325,0
0.043975,0.66788,0.28423,1.6841,-16.147,0.12114,0.056937,0.29864,1.089,0.19946,0.056937,0.13704,0.067586,0.056937,2853.1,0.12793,1.4973,0.056937,0.045038,87.124,1.3168,0.089863,0.034785,0.16252,0.19946,0.10852,0.77412,0.9465,5.7515,0.47311,0.045038,130.63,2.7941,0.13455,0.089863,1.3006,1.5766,0.45187,0.071083,0.24801,0.1855,0.071083,172.27,85.146,0.14573,0.95782,94.88,0.061358,0.048535,1.0476,0.41547,0.3579,0.6642,1.5047,160400,0.08175,0.22047,0.91825,1.2655,4.1894,4.2868,119.95,3.0428,4.2098,0
0.056559,0.29438,0.28368,1.9637,25.463,0.16571,0.07213,2.2696,1.0202,0.66814,0.07213,0.24502,0.092977,0.07213,894.58,0.40801,3.397,0.07213,0.055835,55.248,0.98458,0.076134,0.043782,0.21261,0.66814,0.35512,0.60126,0.67234,4.5321,0.15032,0.055835,84.857,4.3013,0.25862,0.076134,1.3521,NA,0.66814,0.058934,0.34706,0.077978,0.058934,134.46,79.212,0.28925,1.2994,56.366,0.028152,0.021792,1.9637,0.29438,0.23249,1.5835,1.5835,9658.1,0.019828,0.084652,0.98017,0,6.6065,4.6079,83.175,4.3884,3.0617,0
-0.10441,0.38926,0.051542,1.2183,-162.52,-0.088407,-0.1078,1.5666,1.2806,0.6098,-0.1078,-0.45657,-0.16481,-0.1078,-2312.9,-0.15781,2.569,-0.1078,-0.28922,158.34,0.67818,-0.067224,-0.28013,-0.096964,0.6098,-0.14911,-2.3097,0.072355,4.0936,0.87247,-0.28922,296.09,1.2327,-0.1727,-0.067224,0.38286,0.82239,0.76296,-0.18036,0.27271,-0.61366,-0.18036,218.63,60.294,-0.64577,0.53348,202.77,-0.11359,-0.30476,0.73895,0.2361,0.8112,0.85604,1.071,639.4,0.21912,-0.17122,0.78088,0.25116,2.3052,6.0537,231.21,1.5787,0.52323,0
-0.005463,0.041361,0.28607,7.9164,235.99,0.11234,0.001259,10.977,0.97804,0.45401,0.001259,0.030438,0.13628,0.001259,402.06,0.90782,24.177,0.001259,0.004569,141.38,0.64593,-0.001912,-0.019828,0.15787,0.45401,0.7453,-0.067871,0.42534,4.3914,-0.43639,0.004569,53.591,6.8109,-0.046226,-0.001912,0.30452,NA,0.45401,-0.00694,4.3536,0.039555,-0.00694,195.22,53.842,-0.051191,5.3363,138.27,-0.038202,-0.13865,7.9164,0.041361,0.14682,0.67504,0.67504,7044.2,-0.02245,-0.012033,1.0225,0,2.5818,6.7791,54.794,6.6613,0.40965,0
0.008957,0.86243,-0.30046,0.47084,-52.555,0.056498,0.015308,0.11302,0.99504,0.097475,0.015308,0.026959,0.021936,0.015308,5670,0.064374,1.1595,0.015308,0.006048,8.6239,1.3134,0.015005,0.003539,0.072401,0.097475,0.05701,0.058996,-0.4101,4.1906,0.33964,0.006048,81.483,4.4794,0.017399,0.015005,2.5833,0.70447,0.39209,0.005929,0.014131,0.51351,0.005929,37.4,28.776,0.14979,0.36553,8.5812,-0.025205,-0.009959,0.30999,0.56781,0.22324,0.13304,0.53517,-4660.5,-0.004982,0.091889,1.005,3.0225,42.324,12.684,81.889,4.4572,3.4544,0
0.14355,0.2093,0.30549,3.1177,63.468,0,0.17884,3.7777,1.0999,0.7907,0.19701,1.2397,0.22214,0.17884,312.68,1.1673,4.7777,0.17884,0.16259,51.319,1.243,0.17685,0.13051,0.28436,0.29169,0.99873,9.7299,0.55517,4.3544,0.083588,0.16903,57.46,6.3522,4.378,0.18357,1.0999,5.04,0.84925,0.16689,0.81944,0.02879,0.16078,110.02,58.701,0.92822,2.0457,61.6,0.11135,0.10124,2.1487,0.14425,0.15742,1.437,1.5434,6908,0.16689,0.18154,0.84063,0.074049,7.1124,6.218,47.87,7.6248,1.9989,0
0.29439,0.27212,0.57114,3.0988,117.8,0,0.29439,2.6748,1.3132,0.72788,0.31926,1.0818,0.24664,0.29439,306.67,1.1902,3.6748,0.29439,0.22418,66.554,NA,0.30335,0.22418,0.29439,0.26316,1.1902,12.198,3.6439,3.5388,0.001321,0.22528,97.024,3.762,3.762,0.28918,1.3132,NA,0.72788,0.22022,1.017,0.027252,0.23101,157.46,90.908,1.2295,2.2189,85.373,0.27386,0.20854,3.0988,0.27212,0.26582,4.6439,4.6439,1975,0.22044,0.40445,0.781,0,5.4843,4.015,75.636,4.8257,8.3782,0
-0.03223,0.67217,0.27679,1.5281,5.6553,0,-0.028966,0.48772,2.5585,0.32783,0.001729,-0.05527,-0.001827,-0.028966,-52489,-0.006954,1.4877,-0.028966,-0.011321,0.23363,1.5501,-0.002206,-0.012597,-0.052246,0.24253,-0.01181,-0.071878,1.39,4.9441,0.22044,-0.00633,77.703,4.7156,3.6767,0.096679,2.5585,NA,0.32783,0.037787,0.65836,1.0145,-0.000862,65.03,64.797,-19.681,1.525,0.24187,-0.026498,-0.010357,1.1915,0.52409,0.21206,1.6464,1.6464,1.5281,0.037787,-0.098314,0.9724,0,1562.3,5.633,74.767,4.8819,12.849,0
0.076174,0.69217,0.2621,2.2651,12.078,-0.001571,0.076174,0.44473,1.7174,0.30783,0.083645,0.36767,0.053666,0.076174,2741.1,0.13316,1.4447,0.076174,0.044353,27.296,1.1884,0.07598,0.044353,0.10483,0.11857,0.13316,10.17,0.49385,4.3378,0.40303,0.048704,46.041,7.9277,2.3729,0.074985,1.7174,0.70639,0.79034,0.043661,0.38176,0.25086,0.04424,82.924,55.628,0.59309,1.6451,28.542,0.059987,0.034928,0.67798,0.20718,0.12614,0.58002,1.4892,5705.5,0.043661,0.24745,0.95588,1.5675,13.372,6.5614,44.031,8.2896,3.236,0
0.07618,0.12067,0.14263,2.182,52.627,1.0428,0.096136,5.492,1.0886,0.66274,0.096136,0.79666,0.21981,0.096136,172.12,2.1206,8.2868,0.096136,0.082575,2.5666,0.56673,0.093337,0.065434,1.3002,0.66274,1.9553,0.87272,0.19361,5.3446,0.10031,0.082575,41.184,8.8627,0.77347,0.093337,1.1704,NA,0.66274,0.080171,0.044267,0.015675,0.080171,80.875,78.308,9.3054,2.1141,2.794,-0.066434,-0.057063,2.182,0.12067,0.11283,0.89961,0.89961,31534,0.081367,0.11495,0.91863,0,142.21,4.6611,37.833,9.6477,1.5803,0
0.063425,0.38113,0.19499,1.5116,29.117,0.22788,0.063425,1.5825,1.0349,0.60312,0.063425,0.16642,0.074402,0.063425,1156,0.31575,2.6238,0.063425,0.039214,16.492,0.98663,0.053662,0.039214,0.22467,0.60312,0.31575,0.34334,0.46001,6.4404,0.11459,0.039214,89.006,4.1009,0.1408,0.053662,1.6317,NA,0.60312,0.033177,0.51398,0.11332,0.033177,85.804,69.312,0.86785,1.3199,17.067,-0.003252,-0.002011,1.5116,0.38113,0.24385,1.4228,1.4228,537580,0.033688,0.10516,0.96631,0,22.131,5.266,86.007,4.2438,3.8157,0
0.33394,0.3891,0.28355,1.7299,221.72,0,0.40893,1.5701,7.4309,0.6109,0.40942,1.0527,0.062972,0.40893,303.5,1.2026,2.5701,0.40893,0.055031,2.3271,NA,0.40599,0.04494,0.40893,0.4357,1.0099,827.57,0.86453,4.1544,0.049372,0.055097,20.224,18.128,18.099,0.42007,7.4309,NA,0.6109,0.056531,0.060617,0.027892,0.054635,31.852,29.525,7.0488,1.608,2.4555,0.34698,0.046694,1.7271,0.38846,0.055162,1.8626,1.8626,4046,0.056531,0.54663,0.94776,0,156.85,12.362,19.081,19.129,22.656,0
