"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
0.10395,0.64564,0.014098,1.0286,-15.992,0,0.10395,0.54884,1.9244,0.35436,0.10395,0.21113,0.054016,0.10395,2267.1,0.161,1.5488,0.10395,0.054016,15.238,1.1525,0,0.054016,0.29634,0.10395,0.161,0,0.028565,4.3087,0.29891,0.10803,112.02,3.2585,2.4849,0.0068,1.9244,4.502,0.44901,0.003534,0.15323,NA,0,81.749,66.512,1.2939,0.86546,18.278,0,0,0.78442,0.49236,0.30689,0.71799,0.90977,286.96,0.16633,0.29335,0.83402,0.26711,23.954,5.4878,93.384,3.9086,3.8992,0
0.026751,0.25398,0.64146,3.5406,97.784,0,0.054471,2.9373,2.241,0.74602,0.055522,0.21574,0.045063,0.054471,917.98,0.39761,3.9373,0.054471,0.024307,12.668,1.2229,0.039443,0.011937,0.36037,0.72968,0.28846,37.542,6.0483,3.7868,0.058912,0.024307,43.493,8.3922,8.3428,0.12208,2.241,NA,0.74602,0.054475,0.48613,0.098491,0.017601,125.61,112.94,0.34394,3.2326,13.398,-0.00707,-0.003155,3.5198,0.25248,0.11916,7.0342,7.0342,3926.4,0.054475,0.035858,0.97599,0,28.813,3.2317,41.123,8.8758,21.13,0
0.10633,0.26717,0.2594,2.0565,16.649,0,0.13228,2.743,1.9343,0.73283,0.13407,0.53877,0.10461,0.13228,481.91,0.75741,3.743,0.13228,0.068386,32.282,1.162,0.12154,0.054971,0.42942,0.72648,0.66029,67.996,0.52395,4.6742,0.0824,0.06839,49.177,7.4221,6.8207,0.11203,1.9343,NA,0.73283,0.05792,0.46869,0.046476,0.062834,73.564,41.282,0.62154,1.3597,34.267,0.051462,0.026605,1.8899,0.24552,0.13473,1.4802,1.4802,12251,0.05792,0.14509,0.93262,0,11.307,8.8417,46.329,7.8784,3.907,0
0.3961,0.19446,0.40711,3.293,84.127,0,0.3961,4.1425,1.856,0.80554,0.39619,2.231,0.25991,0.3961,147.13,2.4807,5.1425,0.3961,0.21342,14.612,1.0779,0.36816,0.21342,0.94727,0.3961,2.4807,3839.9,0.98017,4.0252,-0.010413,0.21347,43.13,8.4627,7.7268,0.35346,1.856,NA,0.80554,0.19044,1.2146,0.014263,0.19836,72.571,57.959,5.3311,2.8745,18.049,0.28186,0.15187,3.0066,0.17754,0.11816,1.9395,1.9395,4314.2,0.19044,0.49171,0.79163,0,24.98,6.2975,34.916,10.454,4.4685,0
0.1148,0.34917,0.43152,2.3652,16.053,0.25144,0.14138,1.821,1.1352,0.63585,0.14138,0.44729,0.13391,0.14138,792.61,0.4605,2.8639,0.14138,0.11774,115.47,1.0622,0.15489,0.095608,0.31559,0.63585,0.38439,1.4644,1.7097,5.2882,0.27954,0.11774,109.07,3.3464,0.4436,0.15489,1.2194,11.115,0.66893,0.12899,0.059574,0.065859,0.12899,221.52,106.05,0.30221,1.1633,131.09,0.13548,0.11283,2.1411,0.31609,0.29883,2.5193,2.6503,83785,0.11913,0.18055,0.88087,0.05203,3.1609,3.4418,96.08,3.7989,4.7576,0
0.030852,0.75933,-0.075479,0.90052,-42.833,-0.11086,0.026161,0.29294,1.0054,0.22244,0.026161,0.03448,0.017666,0.026161,5528.8,0.066018,1.317,0.026161,0.009219,32.502,0.7361,0.045333,0.010872,-0.10936,0.22244,0.072197,0.16061,-0.23828,5.1246,0.26747,0.009219,98.116,3.7201,0.059701,0.045333,2.9512,699.45,0.22305,0.015975,0.006768,0.36023,0.015975,87.221,54.719,0.1221,0.56747,32.678,0.021364,0.007529,0.89979,0.75871,0.26881,0.70221,0.70416,-10055,0.005365,0.1387,0.99464,0.002767,11.23,6.6705,97.59,3.7401,8.9583,0
0.12439,0.39996,0.40458,2.4105,23.653,0.62886,0.15424,1.0586,1.2133,0.42338,0.15424,0.53774,0.21237,0.15424,801.83,0.45521,2.5003,0.15424,0.17991,148.67,1.4631,0.16347,0.1451,0.72531,0.42338,0.38058,2.3136,1.311,4.993,0.46325,0.17991,148.17,2.4634,0.40872,0.16347,0.88086,3.0248,0.53652,0.19068,0.047423,0.068738,0.19068,288.58,139.91,0.35623,1.1931,180.39,0.13564,0.15822,1.7287,0.28683,0.40594,1.372,1.7386,39811,0.17581,0.2938,0.82419,0.26721,2.4551,2.6089,122.12,2.9889,2.778,0
0.067404,0.56842,0.16656,1.6022,-15.023,0.003396,0.084243,0.75927,0.96857,0.43158,0.11149,0.30459,0.13056,0.084243,1640.7,0.22246,1.7593,0.084243,0.086977,60.011,1.5433,0.10921,0.069591,0.17764,0.40453,0.19284,4.0085,0.29912,4.4731,0.54972,0.10889,117.32,3.137,1.5264,0.10807,0.96857,1.1126,0.68675,0.11157,0.27999,0.12513,0.11275,137.81,77.802,0.42327,1.0265,66.992,0.067001,0.069175,0.77961,0.27658,0.31877,0.77503,1.2333,1.6022,0.11157,0.15618,0.91396,0.59125,6.0822,4.6914,104.23,3.5019,1.7394,0
0.072328,0.62516,0.15846,1.3851,-4.5137,0.14253,0.090782,0.53955,1.0453,0.33731,0.090782,0.2206,0.064494,0.090782,1525.5,0.23926,1.5996,0.090782,0.039143,28.356,1.2004,0.11311,0.031186,0.17252,0.33731,0.20974,0.50977,0.36849,4.402,0.24219,0.039143,67.697,5.3917,0.18092,0.11311,2.3532,1.8245,0.55096,0.048769,0.16727,0.11956,0.048769,78.869,50.513,0.40143,0.94723,29.64,0.054311,0.023418,0.91172,0.41151,0.18547,0.78439,1.2812,3998.6,0.04332,0.21443,0.95668,0.6334,12.872,7.2258,64.764,5.6358,5.3932,0
0.17442,0.12815,0.32349,3.6239,46.584,0.001293,0.2163,6.8035,1.3409,0.87185,0.21961,1.7544,0.21749,0.2163,160.38,2.2759,7.8035,0.2163,0.1613,28.248,1.1529,0.21384,0.13007,0.57507,0.75439,1.9491,64.562,0.58474,5.0827,0.034848,0.1613,39.875,9.1537,8.8066,0.2124,1.3409,NA,0.87185,0.15839,1.3371,0.014771,0.15947,76.741,48.493,1.6807,2.7821,33.565,0.13849,0.10328,3.4864,0.12329,0.10925,1.576,1.576,39133,0.15839,0.20006,0.83993,0,12.921,7.5269,33.559,10.876,2.4239,0
0.012011,0.22902,0.31272,2.7759,31.029,0,0.012307,3.3664,1.7825,0.77098,0.013517,0.069886,0.027702,0.012307,1692.8,0.21561,4.3664,0.012307,0.006904,30.626,1.1481,0.011015,0.006738,-0.009927,0.73267,0.21432,9.0996,0.61177,3.6954,0.11252,0.006904,36.298,10.056,7.732,0.011728,1.7825,NA,0.77098,0.00658,0.23957,0.15875,0.006179,91.455,60.83,0.080306,1.9265,30.829,-0.026059,-0.014619,2.1344,0.1761,0.099445,1.5082,1.5082,1550.9,0.00658,0.015579,0.99311,0,11.918,6.0004,36.059,10.122,3.4871,0
0.000992,0.49712,0.12316,1.3036,-71.398,0,0.001007,1.0116,1.2921,0.50288,0.017035,0.002484,0.040636,0.001007,3455.9,0.10562,2.0116,0.001007,0.00078,104.83,0.97245,0.017035,0.000768,0.002107,0.10133,0.10559,1.0629,0.26137,4.0033,0.38175,0.012043,112.33,3.2495,2.6513,-0.02597,1.2921,15.89,0.5128,-0.0201,0.017617,0.2418,0.013184,147.36,42.531,0.002675,0.38879,102.76,-0.034462,-0.026672,1.0637,0.40562,0.30774,1.0672,1.0882,1241,-0.0201,0.001974,0.99925,0.019736,3.4819,8.582,114.58,3.1854,2.742,0
0.089495,0.51413,0.30029,1.5841,-6.6717,0,0.11211,0.94504,4.6488,0.48587,0.13649,0.21805,0.027076,0.11211,1490.8,0.24483,1.945,0.11211,0.024115,29.757,0.78103,0.12616,0.019251,0.32934,0.46248,0.20085,5.1738,1.6181,3.6309,0.10739,0.025606,41.5,8.7952,8.7952,0.12698,4.6488,NA,0.48587,0.027314,0.038374,0.12248,0.027137,62.395,32.637,0.23613,0.8469,30.593,0.11239,0.024176,1.5841,0.51413,0.1137,2.6181,2.6181,1283.7,0.027314,0.1842,0.976,0,12.266,11.183,40.366,9.0422,25.05,0
0.52251,0.17668,0.44565,3.5271,45.119,0,0.52251,4.6598,2.2499,0.82332,0.56144,2.9629,0.25444,0.52251,112.66,3.24,5.6598,0.52251,0.23224,35.246,2.6432,0.49516,0.23224,0.53281,0.60972,3.24,12.717,1.179,4.1233,0.037964,0.23231,36.35,10.041,10.022,0.4791,2.2499,NA,0.82332,0.21294,0.58968,0.010804,0.22008,84.037,48.792,2.405,2.2951,44.782,0.44522,0.19788,3.5204,0.17635,0.09959,2.1781,2.1781,5919.2,0.21294,0.63464,0.7761,0,10.356,7.4808,28.61,12.758,5.9521,0
0.2093,1.1233,0.12207,1.2092,-8.4994,0.65254,0.26079,-0.13204,1.051,-0.14832,0.26079,0.44684,0.068388,0.26079,1313,0.27798,0.89026,0.26079,0.057117,16.628,1.1726,0.23503,0.045841,0.71354,-0.14832,0.23215,0.54101,0.41476,4.2593,0.20029,0.057117,49.035,7.4436,0.20924,0.23503,4.6744,0.92227,0.39132,0.051476,0.38411,0.1289,0.051476,38.493,21.865,1.0063,0.85276,17.476,0.18357,0.040206,0.62825,0.58363,0.13434,-0.50395,1.3296,2217.8,0.048521,-1.4112,0.95148,-3.6384,21.951,16.693,46.656,7.8232,15.514,0
0.092838,0.40839,0.75443,5.0225,180.03,0.005316,0.12885,1.4486,1.0832,0.59161,0.12894,0.68701,0.13218,0.12885,1041.1,0.35059,2.4486,0.12885,0.11895,14.829,1.6874,0.075856,0.085709,0.15233,0.4211,0.26241,871.3,13.003,3.6977,0.1819,0.11903,67.988,5.3686,2.4655,0.076303,1.0832,NA,0.59161,0.070443,2.2683,0.15095,0.070031,174.06,159.23,2.1096,4.7879,15.953,0.061529,0.056804,2.3066,0.18755,0.18627,10.197,10.197,3760.9,0.070443,0.15692,0.88741,0,24.613,2.2922,63.199,5.7754,18.67,0
0.12971,0.64071,-0.003776,0.99411,-33.705,0,0.16084,0.56076,2.3763,0.35929,0.16248,0.25103,0.075806,0.16084,1298.3,0.28115,1.5608,0.16084,0.067684,30.576,1.1922,0.16248,0.054586,0.55268,0.35158,0.23257,98.609,-0.010401,3.8123,0.23116,0.06821,106.39,3.4309,3.4309,0.17806,2.3763,NA,0.35929,0.074935,0.1445,0.11749,0.068376,83.614,53.038,0.65162,0.68342,33.052,0.14318,0.060255,0.99411,0.64071,0.29147,0.9896,0.9896,-24.509,0.074935,0.36102,0.93242,0,11.938,6.8819,98.415,3.7088,6.545,0
0.090044,0.73648,0.17981,1.2441,8.5292,-0.23125,0.26677,0.35781,7.4472,0.26352,0.26677,0.36222,0.042921,0.26677,840.99,0.43401,1.3578,0.26677,0.035821,0,1.2288,0.26501,0.012091,-0.20994,-0.14121,0.19406,NA,2.1478,2.0918,0.097572,0.035821,37.428,9.7521,9.7521,0.26501,7.4472,NA,0.26352,0.035585,0.028148,0.077227,0.035585,43.892,43.892,NA,1.2441,0,0.21214,0.028485,1.2441,0.73648,0.10254,3.1478,3.1478,22.213,0.035585,0.3417,0.96419,0,NA,8.3158,36.096,10.112,88.96,0
-0.072413,0.34323,0.43071,2.2549,36.37,-0.23924,-0.072413,1.8944,1.0139,0.65022,-0.072413,-0.21098,-0.036138,-0.072413,-2200.4,-0.16588,2.9135,-0.072413,-0.045963,62.045,1.3869,0.013907,-0.045963,-0.24468,0.65022,-0.16588,0.089501,1.9053,5.0483,0.17349,-0.045963,80.622,4.5273,0.04052,0.013907,1.5766,NA,0.65022,0.008828,0.22549,0.38399,0.008828,161.38,99.33,-0.27039,1.4746,62.906,-0.001572,-0.000998,2.2549,0.34323,0.22088,2.8763,2.8763,48142,0.013694,-0.11137,0.98631,0,5.8828,3.6746,79.518,4.5901,6.9692,0
0.28241,0.085549,0.70619,9.2548,74.838,0.61746,0.34982,10.689,1.2329,0.91445,0.34982,4.0891,0.21226,0.34982,86.439,4.2226,11.689,0.34982,0.20555,89.486,1.3289,0.31909,0.16594,0.77306,0.91445,3.4347,2.3115,3.3909,4.3584,-0.060229,0.20555,22.62,16.137,3.7299,0.31909,1.736,NA,0.91445,0.18749,2.2489,0.00851,0.18749,128.54,39.054,0.67685,4.3775,110.32,0.30767,0.18078,9.2548,0.085549,0.061971,4.3909,4.3909,16118,0.18887,0.30884,0.81113,0,4.0789,9.3461,18.347,19.894,8.1719,0
0.11827,0.43033,0.41653,1.9879,9.6319,0.29152,0.14822,1.1917,1.1015,0.51284,0.14822,0.35152,0.085396,0.14822,919.32,0.39703,2.3238,0.14822,0.074081,66.486,1.0621,0.1738,0.059113,0.36808,0.51284,0.32744,0.95688,2.5741,4.9929,0.20179,0.074081,84.733,4.3077,0.40387,0.1738,2.0516,54.557,0.52153,0.086868,0.072806,0.072022,0.086868,147.31,80.825,0.32453,1.1235,73.236,0.15116,0.075552,1.9477,0.42165,0.23214,3.1693,3.2229,40977,0.092174,0.23062,0.90783,0.016932,5.4899,4.5159,76.922,4.745,12.364,0
0.18568,0.36833,0.47651,2.2937,76.107,0,0.23073,1.715,2.0932,0.63167,0.23485,0.62643,0.12079,0.23073,531.73,0.68644,2.715,0.23073,0.11023,14.979,1.3781,0.2346,0.088704,0.54392,0.62747,0.56413,56.959,3.071,4.0754,0.17287,0.11216,71.949,5.073,5.073,0.22468,2.0932,NA,0.63167,0.10734,0.018257,0.047828,0.11207,146.14,131.16,2.1614,2.0605,16.78,0.21249,0.10151,2.2937,0.36833,0.19712,4.071,4.071,5669,0.10734,0.29395,0.89034,0,24.367,2.7828,64.226,5.683,13.49,0
0.18105,0.15977,0.33418,3.0916,76.994,0.46516,0.22754,5.1102,1.2184,0.81649,0.22754,1.4241,0.20317,0.22754,218.48,1.6707,6.2588,0.22754,0.17319,28.319,1.3333,0.22385,0.1378,0.5584,0.81649,1.3797,2.0759,0.66037,5.5871,-0.014383,0.17319,54.081,6.7491,1.401,0.22385,1.3343,NA,0.81649,0.17038,1.1811,0.019955,0.17038,84.8,56.481,1.7761,2.4536,34.504,0.18446,0.1404,3.0916,0.15977,0.14817,1.6135,1.6135,129160,0.17924,0.22174,0.82076,0,12.889,6.4624,44.388,8.223,2.5963,0
0.11742,0.54376,0.04685,1.112,-15.581,0,0.11742,0.83903,1.8975,0.45624,0.13556,0.28061,0.10489,0.11742,997.22,0.36602,1.839,0.11742,0.061882,19.118,1.1262,0.13551,0.061882,0.3921,0.44967,0.36602,7.4694,0.087619,3.829,0.2328,0.067033,85.587,4.2647,3.2818,0.11296,1.8975,29.228,0.46876,0.059531,0.29442,0.083483,0.071415,65.806,46.688,1.1814,0.87445,20.328,0.053904,0.028408,0.8557,0.41845,0.23448,0.85325,0.87666,316.05,0.059531,0.25737,0.93886,0.02744,19.092,7.8179,80.492,4.5346,3.5487,0
-0.003625,0.18917,0.58476,5.5542,38.84,0,-0.003625,4.2862,2.0887,0.81083,0.00144,-0.028233,0.011025,-0.003625,2998.4,0.12173,5.2862,-0.003625,-0.001736,63.216,1.0225,0.001434,-0.001736,-0.23397,0.49614,0.12173,0.28311,2.0386,3.0524,0.085423,-0.000466,22.385,16.305,11.067,-0.004879,2.0887,NA,0.81083,-0.002336,0.083683,0.2245,0.000687,122.74,59.528,-0.010021,2.7368,63.069,-0.025219,-0.012074,3.7699,0.1284,0.061329,2.8267,2.8267,659.76,-0.002336,-0.004471,1.0017,0,5.7738,6.1315,22.438,16.267,7.2817,0
-0.24544,4.1464,-3.9833,0.000443,-4159.3,-3.7078,-0.24544,-0.75883,0.087509,-3.1464,-0.24354,-0.06159,-2.8047,-0.24544,-6166.3,-0.059193,0.24117,-0.24544,-2.8047,0,0.59013,-0.24354,-2.8047,-0.38854,-3.1659,-0.059193,-128.05,-3.9903,2.7107,47.363,-2.783,4219,0.086514,0.083147,-0.25726,0.087509,0.010929,-2.9851,-2.9398,0.000443,-0.56753,-2.783,0,0,NA,0.000443,0,-0.24354,-2.783,0.000425,3.9851,11.559,-3.152,-2.9903,-2046.3,-2.9398,0.078005,3.3786,-0.051288,NA,NA,16622,0.021959,0.087664,0
-0.012211,0.71538,-0.054544,0.89922,-286.75,0,-0.013467,0.39786,0.63881,0.28462,-0.011678,-0.024883,0.10558,-0.013467,3871.3,0.094285,1.3979,-0.013467,-0.021081,123.24,0.52028,0,-0.019115,0.03863,0.27955,0.09604,0,-0.10625,4.9941,1.1178,-0.038877,456.16,0.80016,0.60534,0.001151,0.63881,1.877,0.42899,0.001801,0.021318,0.2947,0,271.47,148.23,-0.056614,0.50068,181.79,-0.080916,-0.12667,0.68028,0.5412,1.2497,0.55445,0.83568,-5380.8,0.3221,-0.042902,0.68596,0.50723,2.9618,2.4623,309.23,1.1804,1.2444,0
0.57709,0.23818,0.14847,1.7692,23.199,0.49334,0.57709,3.1985,1.9297,0.76182,0.58438,2.9897,0.31338,0.57709,143.76,2.539,4.1985,0.57709,0.29905,11.81,1.1668,0.58353,0.29905,1.2672,0.53896,2.539,80.006,0.22547,3.6517,0.093968,0.30259,52.582,6.9416,5.6256,0.58981,1.9297,6.2577,0.80641,0.30565,0.30214,0.01299,0.30239,53.562,41.752,9.2427,1.4457,17.008,0.55587,0.28806,1.4338,0.19303,0.14406,1.1569,1.2246,665.87,0.30565,0.75751,0.70281,0.058538,30.907,8.742,36.51,9.9972,2.9305,0
0.014572,0.27193,0.2107,1.7748,23.382,-0.50571,0.03517,2.2603,1.0111,0.61463,0.03517,0.12934,0.059544,0.03517,820.02,0.44511,3.6775,0.03517,0.017302,12.898,1.2444,0.034401,0.007169,-0.47147,0.61463,0.36936,0.17111,0.40724,3.2933,0.13129,0.017302,49.368,7.3935,0.12651,0.034401,2.0758,NA,0.61463,0.016924,0.069553,0.074334,0.016924,83.264,70.366,0.20286,1.5107,13.041,-0.051467,-0.025319,1.7748,0.27193,0.13525,1.188,1.188,413.97,0.010944,0.023708,0.98906,0,28.299,5.1871,48.827,7.4753,3.9289,0
0.073071,0.6408,0.093552,1.146,-132.04,-0.089694,0.065998,0.55898,1.1196,0.35819,0.065998,0.10299,0.064628,0.065998,3218.6,0.1134,1.5606,0.065998,0.058695,149.52,1.5349,0.11868,0.064986,-0.091543,0.35819,0.12444,1.1818,0.35216,4.5728,0.54971,0.058695,232.9,1.5672,0.18521,0.11868,1.1278,NA,0.35819,0.10555,0.033592,0.16806,0.10555,231.39,81.871,0.15864,0.42718,167.41,0.11201,0.099619,1.146,0.6408,0.63808,1.3484,1.3484,3498.3,0.10685,0.204,0.89315,0,2.4411,4.4582,208.01,1.7547,4.2327,0
-0.004706,0.42037,0.14215,1.7684,-23.707,0.053603,-0.005993,1.3699,1.0578,0.57588,-0.005993,-0.032395,0.073056,-0.005993,2670.4,0.13668,2.3789,-0.005993,-0.00762,85.141,1.2779,0.039105,-0.005984,0.073015,0.57588,0.13974,0.52595,0.21126,4.8906,0.49413,-0.00762,90.811,4.0193,0.093025,0.039105,0.78959,0.61039,0.81126,0.049722,0.19044,0.13476,0.049722,135.47,50.331,-0.025652,0.7767,90.061,-0.024344,-0.030954,0.7782,0.18498,0.2488,0.85585,1.2057,11050,0.054629,-0.008172,0.94537,0.40874,4.287,7.252,85.85,4.2516,1.1688,0
-0.26063,1.0559,0.19961,1.287,-63.176,-0.58712,-0.25717,-0.052947,1.015,-0.055907,-0.21281,-0.36975,-0.25106,-0.25717,-1512.4,-0.24134,0.94705,-0.25717,-0.25337,137.97,1.3175,-0.21281,-0.25678,-0.58803,-0.25894,-0.24462,-4.7972,1.9035,3.3914,0.90203,-0.24603,206.25,1.7697,1.1657,-0.21587,1.015,1.4259,0.3028,-0.21268,0.24711,-0.16723,-0.20967,260.09,122.12,-0.67931,0.73537,113.77,-0.21516,-0.21198,0.84774,0.69553,0.56507,-0.53315,2.8876,491.56,-0.21268,4.6619,1.25,-6.4161,2.6455,2.9889,250.12,1.4593,9.6793,0
