"Attr1","Attr2","Attr3","Attr4","Attr5","Attr6","Attr7","Attr8","Attr9","Attr10","Attr11","Attr12","Attr13","Attr14","Attr15","Attr16","Attr17","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr25","Attr26","Attr27","Attr28","Attr29","Attr30","Attr31","Attr32","Attr33","Attr34","Attr35","Attr36","Attr37","Attr38","Attr39","Attr40","Attr41","Attr42","Attr43","Attr44","Attr45","Attr46","Attr47","Attr48","Attr49","Attr50","Attr51","Attr52","Attr53","Attr54","Attr55","Attr56","Attr57","Attr58","Attr59","Attr60","Attr61","Attr62","Attr63","Attr64","class"
-0.058408,0.32498,0.39491,2.5015,36.193,0.24931,-0.054296,1.6939,0.86894,0.55049,-0.054296,-0.20643,-0.009047,-0.054296,-12023,-0.030359,3.0771,-0.054296,-0.049788,90.811,0.57498,-0.098704,-0.053558,0.34078,0.55049,-0.043012,-0.78647,1.1545,4.5545,0.28685,-0.049788,76.493,4.7717,-0.30372,-0.098704,1.2247,6.2394,0.61245,-0.090508,0.053352,-0.19686,-0.090508,215.51,124.7,-0.21527,1.4699,78.91,-0.14313,-0.13125,2.0245,0.26302,0.20957,1.6093,1.7904,14157,-0.15082,-0.1061,1.1508,0.11256,4.0193,2.9271,88.03,4.1463,3.1881,0
0.022187,0.40567,0.094476,1.2329,-53.312,0.098475,0.029627,1.4416,1.0381,0.58483,0.029627,0.073032,0.055116,0.029627,1789.2,0.204,2.465,0.029627,0.019731,72.845,1.0686,0.049074,0.014776,0.12647,0.58483,0.18566,0.33928,0.18901,4.624,0.22823,0.019731,102.37,3.5655,0.12097,0.049074,1.5029,NA,0.58483,0.032682,0.15805,0.13049,0.032682,105.99,33.148,0.032682,0.49419,75.621,-0.004059,-0.002703,1.2329,0.40567,0.28047,1.17,1.17,3974.6,0.036719,0.037938,0.96328,0,5.0107,11.011,98.612,3.7014,3.004,0
0.093987,0.45936,0.37551,2.3462,82.558,0,0.10842,1.1769,1.4625,0.54064,0.11746,0.38868,0.1442,0.10842,794.99,0.45912,2.1769,0.10842,0.074129,18.927,1.0862,0.11519,0.064263,0.43307,0.093987,0.42771,12.737,1.0867,3.7546,0.19751,0.079536,72.88,5.0082,3.0412,0.065541,1.4625,17.222,0.57424,0.044814,0.62126,0.070342,0.078762,120.08,101.15,1.2393,2.0743,19.815,0.012706,0.008688,1.4247,0.27894,0.19967,1.5646,1.6618,2133.9,0.044814,0.17384,0.92841,0.062142,19.285,3.6084,69.614,5.2432,4.2325,0
-0.70097,0.33246,0.48095,4.5683,24.858,-0.052482,-0.70097,2.0079,1.1741,0.66754,-0.69135,-5.2007,-0.56941,-0.70097,-181.51,-2.0109,3.0079,-0.70097,-0.59703,107.5,0.53158,-0.70511,-0.59703,-0.76706,-0.75345,-2.0109,-73.26,1.2516,2.3425,0.1142,-0.58883,26.027,14.024,5.6855,-0.71609,1.1741,1.3655,0.86522,-0.60991,1.5228,-0.016474,-0.60055,127.61,20.107,-2.0271,2.0027,66.776,-0.73754,-0.62817,1.8521,0.13478,0.071307,1.7372,2.2516,105.84,-0.60991,-1.0501,1.5774,0.29613,3.3952,18.153,41.901,8.711,3.0554,0
0.20827,0.13165,0.43814,4.7817,64.884,0.38094,0.25841,5.6636,1.1658,0.74563,0.25841,2.2304,0.18109,0.25841,147.06,2.4819,7.5958,0.25841,0.14321,34.364,0.74335,0.26444,0.11543,0.47488,0.74563,2.1011,1.7086,0.98238,4.2533,0.019709,0.14321,27.323,13.359,2.0086,0.26444,1.8217,24.321,0.76142,0.14656,0.84347,0.013006,0.14656,92.3,57.935,1.226,3.3155,40.063,0.1961,0.10868,4.2081,0.11586,0.074858,1.6718,1.7072,7850.4,0.14224,0.27933,0.85776,0.021182,10.621,6.3001,23.437,15.574,4.0456,0
0.07844,0.66194,-0.11142,0.76139,-54.05,0,0.090747,0.5107,1.2004,0.33806,0.10141,0.19434,0.090355,0.090747,2227.5,0.16386,1.5107,0.090747,0.075595,14.963,0.9772,0.10126,0.065343,0.19198,0.31413,0.14527,9.4989,-0.17288,3.7515,0.53012,0.08029,154.99,2.3549,1.6612,0.10083,1.2004,3.4574,0.42665,0.083992,0.058616,0.18545,0.084355,99.777,84.815,1.594,0.656,16.335,0.083545,0.069595,0.5371,0.46694,0.42464,0.52455,0.66202,-628.78,0.083992,0.23203,0.92458,0.26208,24.394,4.3035,141.98,2.5709,1.8627,0
0.10226,0.2458,0.059074,1.4275,-25.5,0.60245,0.10756,3.0515,1.1976,0.75006,0.10756,0.77828,0.23193,0.10756,526.24,0.6936,4.0684,0.10756,0.14632,47.68,0.96568,0.11713,0.13911,0.63635,0.75006,0.67202,1.9082,0.073592,5.1098,0.31984,0.14632,82.184,4.4412,0.47651,0.11713,0.74255,0.94102,0.85765,0.15934,0.092356,0.044882,0.15934,91.618,43.938,1.0649,0.73264,57.102,0.054199,0.073733,0.80259,0.1382,0.22516,0.93439,1.0684,7606.4,0.16501,0.13633,0.83499,0.14345,7.6552,8.3071,68.623,5.3189,0.91573,0
0.10828,0.10129,0.34601,4.4159,858.55,0,0.10828,8.8723,3.6199,0.89871,0.27298,1.069,0.045277,0.10828,225.58,1.6181,9.8723,0.10828,0.029913,4.7683,1.3265,0.27276,0.029913,0.39244,0.055908,1.6181,1.6561,0.62603,3.3278,0.010192,0.029978,11.034,33.097,33.097,0.26916,3.6199,NA,0.89871,0.074356,2.3021,0.010282,0.075351,21.59,16.822,2.2898,3.949,5.1485,0.21714,0.059986,4.4159,0.10129,0.030214,1.626,1.626,735.96,0.074356,0.12048,0.97165,0,76.548,21.698,10.214,35.736,6.5494,0
0.021565,0.46487,0.22021,1.5041,1.962,0.2047,0.021565,1.1512,1.1649,0.53513,0.024029,0.049366,0.034389,0.021565,4235.8,0.086171,2.1512,0.021565,0.018513,65.283,0.84071,0.022141,0.018513,0.16368,0.33175,0.086171,8.9834,0.64208,3.8265,0.36123,0.020343,141.36,2.5821,2.4263,0.036931,1.1649,16.006,0.56317,0.031704,0.11424,0.38134,0.019007,190.24,124.96,0.1035,1.0272,67.421,0.003648,0.003131,1.4134,0.43683,0.38729,1.5603,1.6421,1476.8,0.031704,0.040298,0.98161,0.052384,5.591,2.921,136.88,2.6666,3.3965,0
0.016741,0.67686,0.17818,1.2638,-30.304,0,0.016741,0.47741,1.8768,0.32314,0.019301,0.024787,0.070731,0.016741,1861.1,0.19612,1.4774,0.016741,0.00892,52.603,0.94968,0,0.00892,0.18806,0.31681,0.19612,0,1.217,3.8978,0.35935,0.01784,171.79,2.1246,2.1201,0.009556,1.8768,NA,0.32314,0.005092,0.031361,0.19449,0,161.89,109.29,0.061895,0.86335,68.797,-0.11601,-0.061811,1.2611,0.67541,0.47067,2.2071,2.2071,1408.1,0.2354,0.051808,0.76667,0,6.9388,3.3399,131.35,2.7788,12.819,0
0.063352,0.26738,0.60542,3.2642,53.181,0.45945,0.079476,2.65,1.0448,0.70857,0.079476,0.29723,0.04855,0.079476,1003,0.3639,3.7399,0.079476,0.039656,58.879,0.72011,0.078312,0.031611,0.572,0.70857,0.3036,0.40826,4.7596,4.0764,0.052404,0.039656,50.878,7.174,0.29288,0.078312,2.0109,NA,0.70857,0.039075,0.6124,0.091438,0.039075,129.13,70.256,0.19596,2.0551,61.516,0.060486,0.030181,3.2642,0.26738,0.13939,5.5705,5.5705,7218.4,0.042877,0.089409,0.95712,0,6.1992,5.1953,48.697,7.4954,15.756,0
0.063667,0.15359,0.15194,1.9893,-1.8444,0,0.063667,5.5109,1.2471,0.84641,0.068767,0.41454,0.11219,0.063667,400.7,0.91091,6.511,0.063667,0.051054,44.227,0.95312,0.06845,0.051054,-0.13188,0.83479,0.91091,13.423,0.21878,3.8098,0.065602,0.052859,47.016,7.7633,7.7633,0.054712,1.2471,NA,0.84641,0.043872,0.50999,0.035384,0.054889,66.498,22.271,0.42134,1.0054,46.257,-0.007787,-0.006244,1.9893,0.15359,0.12881,1.2188,1.2188,980.61,0.043873,0.07522,0.94973,0,8.2528,16.389,44.953,8.1196,1.7957,0
0.1156,0.3146,0.55836,4.9488,114.22,0,0.15234,2.1786,1.4656,0.6854,0.1641,1.0774,0.15672,0.15234,499.93,0.7301,3.1786,0.15234,0.10394,40.021,1.0021,0.15778,0.078875,0.49719,0.58231,0.61332,13.416,1.8597,3.773,0.068774,0.11197,39.259,9.2973,4.1787,0.15099,1.4656,3.1123,0.8586,0.10302,1.5481,0.044598,0.10766,119.75,79.732,0.71935,3.8123,44.618,0.080435,0.054881,2.2243,0.1414,0.10756,2.2828,2.8597,3311,0.10302,0.16866,0.89712,0.2527,9.1201,4.5778,35.214,10.365,4.8815,0
0.1511,0.3483,0.12318,1.3539,-2.7301,0,0.18092,1.8711,2.8227,0.6517,0.18612,0.51973,0.10293,0.18092,437.57,0.83415,2.8711,0.18092,0.064095,13.064,1.1581,0.18604,0.053531,0.43289,0.58233,0.74854,35.754,0.23298,3.6502,0.092562,0.065938,48.105,7.5875,7.583,0.18148,2.8227,NA,0.6517,0.064293,0.36882,0.039269,0.065909,44.34,31.276,1.4956,1.0636,13.961,0.076419,0.027073,1.3531,0.3481,0.1318,1.2326,1.2326,550.46,0.064293,0.23185,0.93601,0,27.94,11.67,45.013,8.1088,5.3386,0
0.038662,0.6282,0.35426,1.564,-76.394,0,0.050239,0.59184,1.8332,0.3718,0.062874,0.079977,0.029,0.050239,4312.9,0.08463,1.5918,0.050239,0.027404,143.83,0.93114,0.054013,0.021089,0.15364,0.15243,0.066202,4.2748,20.161,3.8629,0.34044,0.030501,129.68,2.8147,2.8145,0.065167,1.8332,NA,0.3718,0.035547,0.016791,0.36776,0.029463,193.5,49.675,0.05352,0.41398,149.13,0.051087,0.027867,1.5639,0.62817,0.35528,21.159,21.159,2583.8,0.035547,0.10399,0.97276,0,2.5378,7.3478,125.07,2.9184,104.33,0
-0.10423,0.92984,0.057685,1.0639,-40.499,-0.2133,-0.10423,0.075451,3.2357,0.070157,-0.065553,-0.11548,-0.027031,-0.10423,-3880.4,-0.094063,1.0755,-0.10423,-0.032213,45.929,1.255,-0.067857,-0.032213,-0.31753,-0.004788,-0.094063,-1.7544,1.4517,3.9056,0.2847,-0.021987,99.715,3.6604,3.5531,-0.068162,3.2357,64.043,0.078794,-0.021066,0.032086,-0.60667,-0.020972,105.06,59.127,-0.256,0.61281,44.982,-0.084624,-0.026154,1.0327,0.90258,0.27319,1.7656,1.9829,464.13,-0.021066,-1.4857,1.0321,0.1231,7.947,6.1732,101.82,3.5849,81.428,0
0.090786,0.48387,0.2928,2.2991,-21.55,0.08803,0.11346,1.0667,1.2005,0.51613,0.15553,0.50339,0.12808,0.11346,1148.6,0.31777,2.0667,0.11346,0.09451,60.501,1.182,0.14549,0.075623,0.37796,0.51352,0.27091,3.4582,0.60772,6.1277,0.40306,0.09451,130.5,3.0433,1.4176,0.57011,1.2005,1.2349,0.77461,0.47489,0.57294,0.086813,0.12119,118.29,57.788,0.45624,1.4162,105.89,0.10519,0.087621,1.0709,0.22539,0.32859,1.0712,1.6077,2.2991,0.47489,0,0.582,0.50081,6.033,6.3162,68.528,5.3263,2.4917,0
-0.086547,0.65076,-0.086488,0.42441,-97.742,0,-0.086547,0.53667,0.38498,0.34924,-0.065017,-0.57599,-0.22481,-0.086547,-2744.5,-0.13299,1.5367,-0.086547,-0.22481,2.622,0.98648,0,-0.22481,-0.21519,0.25082,-0.13299,0,-0.092379,3.8395,1.6695,-0.44962,157.14,2.3228,0.53633,0.000916,0.38498,0.12427,0.84015,0.002381,0.090088,NA,0,47.628,45.005,-31.295,0.406,2.8922,0,0,0.097996,0.15026,0.43052,0.37303,0.89738,-597.73,0.09341,-0.24782,0.96952,1.4057,139.21,8.1101,142.46,2.5621,0.4112,0
0.028691,0.74776,-0.21542,0.71191,-141.31,-0.096959,0.028691,0.33732,1.345,0.25224,0.074164,0.038368,0.064302,0.028691,3155.9,0.11566,1.3373,0.028691,0.021332,75.879,1.0077,0.018484,0.021332,-0.033344,-0.068268,0.11566,0.40649,-0.46064,4.0256,0.54849,0.055142,206.43,1.7682,1.7682,0.022763,1.345,NA,0.25224,0.016925,0.015213,0.32677,0.013744,141.38,65.503,0.10261,0.338,77.185,-0.039308,-0.029226,0.71191,0.74776,0.56555,0.53936,0.53936,-2285.3,0.016925,0.11374,0.97957,0,4.8103,5.5723,202.93,1.7986,2.8759,0
0.004566,0.37184,0.13103,1.4744,3.2642,0.012197,0.006923,1.3403,0.99678,0.49838,0.006923,0.025066,0.029952,0.006923,1830.6,0.19939,2.6893,0.006923,0.002797,14.714,0.87755,0.007375,0.001844,0.018693,0.49838,0.19305,0.029698,0.22103,4.2946,0.091199,0.002797,40.592,8.992,0.019834,0.007375,2.5057,3.2134,0.59404,0.002979,0.56278,0.16388,0.002979,37.125,22.412,0.045753,1.1131,14.666,-0.059844,-0.024176,1.0951,0.27618,0.11121,0.84072,1.0021,2582.1,-0.003234,0.009161,1.0032,0.19196,24.807,16.286,40.723,8.963,4.1758,0
0.049663,0.79205,0.42915,4.0241,11.585,0.000134,0.051803,0.20189,1.0541,0.15991,0.051803,0.36505,0.077774,0.051803,3422.3,0.10665,1.2626,0.051803,0.047693,130.97,1.4218,0.060357,0.045724,0.001603,0.15991,0.10395,0.58575,1.0005,5.3588,0.69982,0.047693,50.267,7.2613,0.076204,0.060357,1.1173,0.27888,0.81005,0.05557,0.27639,0.27991,0.05557,178.72,47.747,0.12742,1.2776,138.06,0.027685,0.025489,0.72099,0.14191,0.13772,0.37279,1.8885,98030,0.051311,0.31057,0.94869,4.0657,2.7868,7.6444,47.687,7.654,2.5322,0
0.1151,0.65372,0.25466,1.3896,-38.601,0.11391,0.13004,0.52971,2.783,0.34628,0.16344,0.19893,0.051208,0.13004,1674.3,0.218,1.5297,0.13004,0.046727,68.938,0.84766,0.15928,0.041359,0.41091,0.3395,0.19514,4.7689,2.7793,3.8677,0.22019,0.048881,91.25,4,4,0.1681,2.783,NA,0.34628,0.060404,0.074959,0.12688,0.057233,112.71,43.772,0.21898,0.58549,73.37,0.14681,0.052753,1.3896,0.65372,0.25,3.7793,3.7793,1877.8,0.060404,0.33239,0.95346,0,5.2946,8.3386,85.738,4.2571,30.373,0
0.18547,0.30956,0.50402,2.7643,51.106,0,0.24427,2.1891,2.1368,0.67766,0.25812,0.85506,0.12746,0.24427,414.85,0.87984,3.2304,0.24427,0.11432,40.049,1.9586,0.25555,0.086798,0.37087,0.66044,0.68987,18.452,2.3966,4.5045,0.11829,0.1154,56.378,6.6073,6.0976,0.28725,2.1457,138.5,0.68166,0.13443,0.2184,0.036379,0.1196,124.24,84.188,0.79107,1.9436,45.336,0.22746,0.10645,2.551,0.28568,0.15135,3.2223,3.2413,2.7643,0.13443,0.27369,0.88616,0.005916,9.1139,4.3355,48.799,7.4796,10.16,0
0.044687,0.62356,-0.13734,0.77975,-3659.2,0,0.075523,0.60368,4.827,0.37644,0.10175,0.12111,0.023837,0.075523,1978.1,0.18453,1.6037,0.075523,0.015646,17.102,0.97582,0.12136,0.009258,0.22751,0.30074,0.13507,4.6281,-0.26732,3.2671,0.11567,0.015646,48.256,7.5639,7.5639,0.11043,4.827,NA,0.37644,0.022878,0.10818,0.12918,0.025143,31.666,14.563,0.19758,0.41704,17.503,0.081824,0.016951,0.77975,0.62356,0.13221,0.73268,0.73268,-254.02,0.022878,0.11871,0.98255,0,21.342,25.063,47.152,7.741,9.3951,0
0.087624,0.47544,0.067857,1.6327,-15.918,0,0.10783,1.1033,0.914,0.52456,0.12671,1.0055,0.15494,0.10783,1225.4,0.29786,2.1033,0.10783,0.11798,34.874,0.92567,0.12435,0.095868,0.51995,0.50243,0.25535,6.5859,0.08226,3.8312,0.50161,0.13848,50.114,7.2834,1.6429,0.13291,0.914,0.23838,0.89276,0.14542,0.28473,0.10022,0.13606,57.731,22.857,1.0034,0.81843,40.808,0.090574,0.099096,0.36829,0.10724,0.1373,0.63591,1.0823,460,0.14542,0.16704,0.88232,0.70191,10.466,15.969,42.827,8.5227,1.108,0
0.080547,0.53583,0.072231,1.1386,-14.587,0.032011,0.080547,0.86626,3.3679,0.46417,0.11631,0.15455,0.039253,0.080547,1479.4,0.24672,1.8663,0.080547,0.023916,16.768,NA,0.11622,0.023916,0.080547,0.33767,0.24672,3.25,0.17764,3.5721,0.15723,0.02627,58.441,6.2456,6.0747,0.1129,3.3679,29.908,0.47884,0.033523,0.10285,0.1064,0.034508,58.501,41.733,0.5206,0.84172,17.349,0.064567,0.019171,1.1074,0.52116,0.16011,1.1416,1.1776,269.64,0.033523,0.17353,0.97613,0.031599,21.768,8.7461,56.482,6.4623,8.283,0
0.16171,0.30004,0.45558,4.3794,49.466,0,0.16171,2.3329,1.8795,0.69996,0.22348,1.1995,0.11882,0.16171,490.38,0.74431,3.3329,0.16171,0.086035,55.817,0.99695,0,0.086035,0.31682,0.49077,0.74431,0,1.1122,3.945,0.089511,0.19632,43.568,8.3778,3.7642,0.015551,1.8795,13.544,0.72233,0.008274,1.1366,0.16232,0,84.895,29.078,0.5626,2.2473,92.89,-0.061613,-0.032781,1.9677,0.13481,0.11936,1.7088,1.7635,4013.6,0.39911,0.23102,0.66579,0.031957,6.5392,12.552,26.18,13.942,4.5886,0
0.047993,0.68772,0.038026,1.0936,-21.183,0,0.06778,0.45408,2.5287,0.31228,0.12295,0.16677,0.034876,0.06778,2846.3,0.12824,1.4541,0.06778,0.026804,25.834,0.74331,0.090624,0.018979,0.28073,0.24313,0.099466,1.6428,0.06845,3.3363,0.27108,0.03646,61.408,5.9439,3.5128,0.11286,2.5287,0.94387,0.59356,0.04463,0.005521,0.20646,0.035838,63.832,37.998,0.26815,0.65321,27.041,0.070213,0.027766,0.64629,0.40644,0.16824,0.56213,1.0684,82.488,0.04463,0.15369,0.97366,0.90072,14.129,9.6059,58.667,6.2216,4.5518,0
0.16705,0.56914,0.29877,1.5249,-31.485,0.52696,0.21387,0.66159,1.1213,0.37654,0.21387,0.37577,0.12732,0.21387,809.22,0.45105,1.757,0.21387,0.10607,80.162,1.0495,0.21402,0.082854,0.68326,0.37654,0.36879,1.1902,2.2618,4.4076,0.27617,0.10607,115.53,3.1595,0.37604,0.21402,2.0275,NA,0.37654,0.10615,0.038282,0.072847,0.10615,153.17,73.011,0.37726,0.74691,89.883,0.17118,0.084898,1.5249,0.56914,0.31651,2.8505,2.8505,7637.4,0.10816,0.44366,0.084898,0,4.5533,4.9993,103.03,3.5426,15.264,0
0.12815,0.31194,0.34106,2.1495,0.97593,0.53802,0.15366,2.0056,1.1021,0.62564,0.15366,0.51789,0.089306,0.15366,740.97,0.4926,3.2057,0.15366,0.089306,70.703,0.80998,0.15102,0.07448,0.6523,0.62564,0.41082,0.96729,0.94153,4.2209,0.16338,0.089306,69.368,5.2618,0.48411,0.15102,1.7548,19.989,0.64087,0.087768,0.11579,0.067911,0.087768,128,57.3,0.3845,1.0262,77.922,0.15102,0.087768,2.0445,0.29671,0.19005,1.7272,1.7692,5672.3,0.092639,0.20483,0.90736,0.024346,5.1624,6.3699,62.942,5.799,4.75,0
0.050303,0.32471,0.35117,2.5135,-8.1296,0.25551,0.073133,1.978,1.0673,0.64228,0.073133,0.3152,0.10138,0.073133,691.21,0.52806,3.0797,0.073133,0.043242,82.628,0.53946,0.1094,0.029743,0.33315,0.64228,0.45775,0.69038,0.84253,4.4562,0.12346,0.043242,53.441,6.8299,0.33693,0.1094,1.7274,2.1613,0.73497,0.064688,0.5076,0.051389,0.064688,100.44,17.816,0.13138,0.8634,88.185,0.011071,0.006546,1.7961,0.23202,0.14641,1.541,1.7633,10039,0.063015,0.078319,0.93698,0.14431,4.4174,20.487,50.073,7.2893,4.0577,0
0.005582,0.70706,0.080348,1.2916,10.295,0,0.014027,0.4143,2.2151,0.29294,0.028213,0.050913,0.10543,0.014027,1105.1,0.3303,1.4143,0.014027,0.006332,2.6443,0.93396,0.020024,0.00252,0.085698,0.049189,0.31836,1.4114,0.12474,3.6301,0.23296,0.012721,43.369,8.4162,3.2793,-0.10353,2.2151,1.4498,0.52731,-0.046735,0.70883,0.098392,0.00904,26.457,23.813,0.34786,1.2334,2.5263,-0.19949,-0.090058,0.50328,0.2755,0.11882,0.45476,0.81861,342.82,-0.046735,0.019057,0.99405,0.80008,138.03,15.328,45.396,8.0404,3.4389,0
