"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
3.59,18.98,3.04,0.31,1.16,1.16,307.99,207.45,148.93,NA,0.81,4.29,5.29,10.07,81.08,4.43,2.88,NA,31.97,5.48,57.35,1.79,6.07,1.06,0.21,0.72,1.27,217.03,77.61,150.71,83.78,0.71,2.39,3.39,21.5,70.54,2.53,2.77,7188,0,11.72,100.75,-2.77,-8.29,-0.79,0.34,1.35,1.37,104.04,68.63,68.01,1.03,0.67,1.99,2.99,27.94,66.6,0.66,3.46,1583.85,0,8.78,90.83
-0.1,48.91,-0.03,0.12,0.97,0.99,109.72,90.37,94.92,2.43,1,-475.22,-474.22,42.17,100.21,3.27,0.74,9453.14,10.16,12.74,83.01,1.22,129.49,0.28,0.37,1.02,1.02,83.95,51.49,47.61,NA,0.99,105.26,106.26,52.26,99.06,3.19,3.17,8758.86,38.81,11.74,82.18,3.93,88.43,2.18,0.31,1.06,1.06,201.88,140.28,161.01,NA,0.96,21.52,22.52,34.61,95.56,5.21,NA,9442.57,13.3,17.02,83.95
3.54,15.83,2.57,0.9,1.27,1.27,264.32,75.09,201.63,NA,0.78,3.47,4.47,5.77,77.62,5.28,10.64,NA,0,1.62,29.39,3.77,14.78,4.54,1.13,1.29,1.33,439.79,53.29,322.16,11.01,0.75,2.92,3.92,4.27,74.52,6.02,19.27,NA,0,0.6,8.31,4.77,66.57,4.1,0.58,1.07,1.07,312.3,139.85,286.09,NA,0.93,12.94,13.94,7.97,92.83,5.84,8.41,NA,0,2.74,30.93
-22.81,-335.49,-8.93,0.49,0.49,0.79,142.5,NA,131.27,38.67,0.93,13.71,14.71,-22.81,93.2,-17.38,0.26,NA,0,0,0,23.82,25.37,8.62,13.18,13.18,13.18,132.04,NA,7.96,NA,0.06,0.07,1.07,23.82,6.11,493.76,4.93,NA,0,0,0,-4.57,-7.58,-3.19,2.29,2.29,2.29,253.91,NA,69.84,NA,0.4,0.66,1.66,-4.57,39.7,-0.46,6.87,NA,11.89,0,0
0.71,3.72,2.86,0.1,0.6,0.6,1457.98,557.77,1118.76,NA,0.81,4.21,5.21,1.24,80.82,1.55,0.36,NA,0,2.1,26.22,-0.44,-0.77,-1.41,0.14,1.21,1.21,1164.92,488.98,455.4,NA,0.43,0.75,1.75,0.39,42.79,-1.03,1.1,4628.5,0,2.64,114.82,-0.29,-0.53,-0.77,0.16,6.41,6.41,979.96,489.38,78.25,NA,0.46,0.85,1.85,0.34,45.96,1.96,1.91,12312.5,0,1.69,34.58
4.94,8.41,7.25,2.22,2.22,2.43,533.75,NA,217.51,46.24,0.41,0.7,1.7,37.78,41.2,12,NA,NA,0,48.15,83.97,18.98,32.63,5.48,0.6,2.38,2.39,105.32,NA,43.44,0.65,0.42,0.72,1.72,29.19,41.81,45.4,NA,NA,0,2.94,28.87,11.9,38.11,4.48,0.93,1.35,1.35,136.85,39.05,93.07,NA,0.69,2.2,3.2,13.32,68.76,17.31,4.36,13890.5,0,0.53,7.41
9.79,16.13,9.02,0.61,2.57,2.58,335.51,248.47,126.85,1.85,0.39,0.64,1.65,10.49,39.3,34.88,101.59,NA,0,0.65,7,-29.45,-40.29,-35.01,1.57,5.31,5.37,433.98,293.36,78.42,4.5,0.21,0.28,1.37,-28.85,26.91,-134.65,NA,-910,0,0.71,-55.71,15.82,20.39,13.51,1.11,4.52,5.05,310.84,206.55,60.62,32.42,0.22,0.28,1.29,15.82,22.42,72.45,NA,NA,0,0,0
0.29,0.69,0.14,0.16,0.6,0.69,178.23,44.3,80.13,9.75,0.58,1.39,2.4,57.59,58.35,6.36,0.7,11127.96,12.24,28.06,88.35,-0.3,-0.73,-0.16,0.16,0.52,0.65,197.19,40.86,95.7,14.76,0.58,1.4,2.41,59.68,58.48,-0.04,0.67,17549.55,8.78,32.41,94.21,1.11,3.14,0.59,0.09,0.78,0.86,192.76,80.77,108.42,8.39,0.64,1.82,2.83,39.84,64.64,7.55,0.75,15278.9,4.34,20.51,84.69
0.3,1.99,1.9,0.02,0.21,0.21,2331.2,123.89,647.03,0.9,0.35,2.36,6.7,1.93,85.07,4.92,0.24,NA,2.28,10.44,53.26,3.2,22.44,16.78,0.04,0.46,0.47,1912.62,19.93,47.53,0.63,0.51,3.57,7.01,4.21,85.73,18.88,0.64,54295.43,1.1,5.26,11.78,0.03,0.36,0.31,0.19,2.54,4.29,3402.53,238.4,101.64,180.28,0.56,6.16,10.93,1.23,90.85,13.2,0.72,36954.77,3.6,11.19,20.76
14.26,18.82,6.05,1.89,4.13,4.13,154.39,79.41,35.37,NA,0.24,0.32,1.32,87.85,24.22,64.68,18.05,7085.6,0,31.21,90.45,11.91,13.11,5.56,5.29,10.32,10.32,170.41,70.16,13.95,NA,0.09,0.1,1.1,62.16,9.14,166.29,6.41,6628,0,23.46,79.22,4.04,4.28,2.92,18.46,19.81,19.81,262.59,15.81,11.72,NA,0.06,0.06,1.06,20.48,5.65,136.06,9.01,11114,0,11.86,62.2
-1.5,-28.33,-0.52,0.13,1,1,125.4,95.27,109.01,0.05,0.95,17.93,18.93,21.96,94.72,0.56,1.43,NA,0,8.08,93.44,1.97,26.42,0.74,0.26,1.55,1.55,137,103.34,80.03,0.03,0.66,8.84,13.39,20.22,92.53,7.38,1.84,28621.75,0,6.85,81.11,3.49,40.23,2.05,0.31,1.13,1.13,213.56,144.23,176.8,0.03,0.87,9.99,11.51,16.42,91.31,6.23,2.53,-11999.75,0,7.59,-197.2
-30.84,139.32,-13.31,0.04,0.44,0.46,157.08,68.92,152.48,3.07,1.22,-5.52,-4.52,-19.21,122.14,-5.78,-0.19,NA,11.23,5.02,96.81,-22.37,72.52,-10.21,0,0.69,0.69,166.6,145.05,204.37,0.46,1.31,-4.24,-3.24,-18.31,130.85,-10.79,-2.61,-55142,4.47,1.85,-23.07,31.85,1037.65,20.52,0.18,0.83,0.89,234.52,145.65,201.51,14.09,0.97,31.58,32.58,31.94,96.93,43.47,0.24,47544,9.78,0.06,0.26
61.21,78.11,37.01,1.8,4.58,4.59,220.05,111.79,40.19,0.48,0.22,0.28,1.28,111.86,21.64,283.11,NA,NA,0,30.62,40.25,54.53,74.73,25.4,1.56,3.63,3.71,170.01,81.58,39.42,2.84,0.27,0.37,1.37,90.2,27.03,202.75,5.94,NA,0,16.61,34.08,33.06,68.51,NA,7.45,10.41,10.44,241.69,62.4,21.1,0.65,0.52,1.07,2.07,92.98,51.75,68.9,11.71,NA,39.9,29.03,40.64
0.29,2.39,0.18,0.09,1.22,1.61,233.34,133.61,69.76,46.16,0.88,7.35,8.35,10.48,88.02,1.98,3.19,NA,28.62,6.53,120.36,0.51,1.32,0.46,0.05,1.03,1.34,323.82,186.85,83.63,60.36,0.61,1.56,2.56,10.08,61.01,3.4,2.23,13176.6,33.92,8.48,69.62,0.53,1.31,0.55,0.05,0.92,1.35,374.83,188.41,91.11,95.98,0.59,1.47,2.47,9.74,59.49,4.34,2.03,18857.78,34.14,9.48,71.04
6.78,49.38,2.69,0.02,1.24,1.24,144.19,98.28,82.4,NA,0.86,6.28,7.28,22.42,86.27,13.61,2.68,NA,17.02,6.19,42.13,9.04,61.17,4.63,0.01,1.6,1.6,186.77,169.74,97.94,NA,0.85,5.76,6.76,21.52,85.21,14.1,6.06,17677.93,7.34,6.38,49.08,1.83,11.15,0.61,0.29,1.73,1.73,120.73,96.42,66.86,NA,0.84,5.1,6.1,15.11,83.61,4.88,5.97,12530.43,0.09,4.4,69.88
42.14,99.25,10.89,1,1.91,1.91,94.07,41.04,45.25,0,0.49,1.15,2.36,152.63,57.54,87,75.31,NA,0,28.55,65.51,43.96,99.45,10.1,1.52,2.8,2.8,83.84,32.18,25.12,0.04,0.31,0.7,2.26,177.7,55.79,143.93,4.25,135465.7,0,30.72,69.06,38.69,99.49,11.43,2.24,3.49,3.49,107.48,37.18,29.63,0,0.28,0.72,2.57,124.24,61.11,139.69,16.7,69879.82,0,25.26,61.74
6.95,47.15,3.4,0.12,0.75,0.75,169.59,0,150,0,0.85,5.78,6.78,6.95,85.25,10.82,0.42,NA,0,0,0,-27.26,187.81,-19.17,0.18,0.24,0.24,256.61,NA,289.84,0.55,1.15,-7.89,-6.89,-27.26,114.52,-11.27,-0.21,NA,0,0,0,-17.44,56.17,-12.84,0.23,0.33,0.33,268.1,33.44,347.45,NA,1.31,-4.22,-3.22,-17.44,131.04,-1.63,-0.56,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.56,-10.56,46.96,NA,NA,NA,-1623.84,NA,NA,NA,NA,NA,1,-10.56,0,NA,NA,NA,0,0,0,3.59,3.53,NA,-61.26,-61.26,-61.26,NA,NA,NA,NA,-0.02,-0.02,0.98,3.59,-1.63,-220,NA,NA,0,NA,0
4.66,23.73,1.21,0.17,0.59,0.59,94.53,31.08,75.12,0.02,0.8,4.1,5.1,11.44,80.37,10.81,0.37,NA,0,1.76,34.85,3.04,19.83,1.42,0.11,0.62,0.68,170.21,78.86,153.28,9.59,0.85,5.52,6.52,6.86,84.67,7.36,0.41,19795,0,1.78,27.64,3.49,16.73,1.98,0.23,0.43,0.52,206.26,28.44,146.24,13.4,0.79,3.8,4.8,9.42,79.16,10.35,0.45,22832,7.46,3.36,32.89
-10.79,-26.67,-27.24,0.07,0.91,1.21,919.25,433.11,517.95,157.99,0.6,1.47,2.47,6.39,59.55,-18.11,1.39,NA,0,43.38,181.13,-1.88,-4.82,-3.41,0.15,0.9,1.18,662.79,286.51,379.79,106.47,0.61,1.56,2.56,19.56,60.99,-3.08,1.33,6340.84,0,38.93,97.32,7.26,14.73,15.83,0.1,1.1,1.43,793.5,376.71,376.85,123.26,0.51,1.03,2.03,19.89,50.69,18.79,1.66,NA,0,27.53,52.73
1.25,12.97,0.29,0.08,1.38,1.43,86.03,72.4,57.22,2.92,0.9,9.41,10.41,9.88,90.4,3.21,7.6,NA,0,2.04,69.24,0.93,7.92,1.22,0,1.7,1.72,479.87,444.55,260.5,4.79,0.88,7.55,8.55,6.37,88.3,3.01,9.54,17302.45,1.29,7.16,54.44,1.76,12.85,1.04,0.05,1.32,1.34,214.47,185.62,155.16,2.17,0.85,6.23,7.31,6.77,86.31,3.5,11.96,13247.94,0,2.95,68.87
5.43,9.3,2.41,0.1,1.49,1.49,161.86,84.69,34.62,0,0.42,0.71,1.71,48.21,41.63,21.15,1.42,NA,16.49,19.02,78.26,2.64,4.36,0.68,0.03,1.43,1.43,94.53,48.56,19.27,NA,0.4,0.65,1.65,48.87,39.52,16.04,1.35,11545.88,16.45,11.98,84.54,0.75,1.26,0.44,0.06,1.41,1.41,211.92,105.52,32.6,0.52,0.4,0.68,1.68,57.38,40.38,10.81,1.34,13479.56,21.76,32.97,87.53
4.68,10.12,8.28,0,0.21,1.8,644.39,70.64,295.26,550.4,0.54,1.16,2.16,8.38,53.77,10.03,13.38,NA,7.32,6.55,30.13,2.22,4.64,7.56,0.01,0.57,4.17,1243.59,160.36,256.41,1044.6,0.52,1.09,2.09,5.99,52.2,5.73,28.98,17352,2.44,12.86,45.64,11.31,23.32,13.86,0,0.76,2.53,445.96,123.77,151.03,292.64,0.51,1.06,2.06,14.61,51.48,25.9,9.91,44190.8,2.68,4.04,20.11
-2097.76,87.63,NA,0.04,0.04,0.04,NA,NA,NA,NA,24.94,-1.04,-0.04,-2097.76,2493.77,-84.12,NA,NA,0,NA,0,352.87,352.87,46.13,NA,NA,NA,47.72,0,0,0,0,0,1,352.87,0,NA,NA,NA,0,0,0,-8.8,-8.8,-0.76,NA,NA,NA,31.5,NA,NA,NA,NA,NA,1,-8.8,0,NA,NA,NA,0,0,0
24.97,32.13,9.5,1.09,2.47,2.47,138.41,40.59,29.52,0,0.22,0.29,1.29,43.44,22.27,154.32,1.68,NA,0,7.02,46.06,40.45,53.27,21.22,0.39,1.86,1.86,191.49,65.08,44.46,0,0.24,0.32,1.32,51.45,24.07,188.75,1.86,121264,0,5.77,16.66,15.47,23.34,11.51,0.19,1,1,270.87,71.99,89.24,NA,0.34,0.51,1.51,21.81,33.73,51.68,1,47761,0,4.72,36.45
6.54,26.87,3.77,0.22,0.9,1.18,209.74,88.07,115.48,36.61,0.76,3.11,4.11,17.94,75.67,16.94,1.42,NA,19.55,6.57,45.24,0.89,2.18,0.55,0,0.86,1.56,225.22,99,76.23,80.97,0.59,1.45,2.45,13.48,59.21,14.57,2.5,20509.88,24.38,7.77,57.39,0.14,0.53,0.16,0.08,0.69,1.01,417.32,163.23,214.82,86.51,0.74,2.79,3.79,5.17,73.64,5.92,1.02,26681,21.31,5.77,43.88
9.27,38.15,5.58,0.6,0.97,1.16,218.98,35.42,94.26,18.32,0.69,2.84,4.12,22.33,75.7,20.54,0.87,NA,0,7.86,33.99,-22.72,240.97,-12.02,0.01,0.82,0.83,193.02,142.49,150.32,1.78,1.06,-11.28,-10.6,-11.3,109.43,-18.25,-0.11,-141,12.72,6.04,-6373.76,4.19,19.75,2.72,0.8,2.59,2.69,236.44,115.36,64.28,6.28,0.76,3.57,4.71,23.08,78.77,11.14,2.3,6789.67,0,12.27,56.92
19.07,20.9,16.69,10.26,11.64,11.64,318.5,36.92,26.81,NA,0.09,0.09,1.1,45.05,8.74,224.1,NA,NA,0,22.73,55.2,29.35,30.11,28.81,37.42,39.18,39.18,358.32,15.75,8.95,NA,0.03,0.03,1.03,41.38,2.55,1150.36,NA,NA,0,11.81,28.74,21.61,22.76,19.02,17.52,19.78,19.78,320.35,35.89,15.92,NA,0.05,0.05,1.05,31.13,5.07,425.84,NA,10930,0,8.38,23.46
0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,15.54,99.8,3.42,0.35,1.2,1.2,80.42,56.38,66.37,NA,0.84,5.42,6.42,190.13,84.43,18.4,NA,3077.5,0,38.47,89.63,7.27,29.35,0.73,0.74,1.38,1.38,36.71,16.83,26.23,NA,0.75,3.04,4.04,483.32,75.22,9.67,NA,6859.5,0,48.01,97.33
0.36,19.61,0.07,0.15,0.39,0.59,70.53,12.26,28.61,10.68,0.98,54.02,55.02,17.19,98.18,9.87,0.45,NA,54.72,3.26,51.96,6.77,77.2,1.26,0.02,0.63,0.63,68.1,29.12,47.84,0.2,0.91,10.4,11.4,22.85,91.23,17.78,0.53,17918.2,17.75,3,42.2,3.79,27.09,3.37,0.1,0.45,0.45,323.92,81.87,234.74,0.59,0.86,6.15,7.15,14.5,86.01,14.43,0.4,14859.14,10.13,9.53,41.66
8.41,12.72,1.72,2.18,2.66,2.66,74.51,12.02,24.94,NA,0.34,0.51,1.51,8.41,33.84,54.61,6.57,NA,0,0,0,4.2,4.85,0.63,2.55,4.34,7.48,54.84,12.91,7.23,23.04,0.13,0.15,1.15,4.2,13.36,138.98,NA,NA,0,0,0,6.22,8.62,1.07,3.19,3.58,3.58,62.77,6.89,17.33,NA,0.28,0.39,1.39,6.22,27.91,22.28,NA,NA,0,0,0
5.74,29.24,1.64,0.44,1.07,1.07,103.7,44.54,70.52,NA,0.8,4.09,5.09,18.9,80.37,14.05,1.26,NA,8.35,3.75,41.97,3.47,16.17,0.55,0.78,1.11,1.11,58.16,14.24,42.21,NA,0.79,3.66,4.66,11.46,78.53,10.49,1.48,17229.5,3.22,1.27,35.16,3.53,17.72,1.33,0.35,1.31,1.31,136.82,87.45,90.98,NA,0.8,4.02,5.02,10.32,80.08,9.49,2.88,18134.5,12.55,2.55,37.19
-1.38,-2.64,-0.18,1.69,2.12,2.12,46.28,9.37,21.55,NA,0.48,0.92,1.92,-1.38,47.85,27.81,NA,NA,0,0,0,-110.53,111.97,-42.59,0.01,0.35,0.35,140.65,93.85,275.66,NA,1.99,-2.01,-1.01,-110.53,198.71,-55.62,-3.33,NA,0,0,0,10.42,-23.6,5.24,0.01,0.6,0.6,183.12,153.43,261.05,NA,1.44,-3.27,-2.27,10.42,144.14,10.07,-3.6,NA,0,0,0
4.74,6.26,6.07,0.45,3.29,3.29,465.99,239.23,84.34,0.16,0.24,0.32,1.32,23.85,24.21,40.55,1.98,NA,0,24.45,61.25,3.03,3.58,3.66,2.79,5.15,5.18,440.49,118.3,49.95,1.19,0.15,0.18,1.18,24.88,15.23,53.47,2.17,14948.13,0,26.36,68.69,-0.09,-0.1,-0.16,2.61,4.69,4.86,654.35,146.44,70.29,12.33,0.15,0.17,1.17,19.82,14.59,22.86,1.88,12035.62,0,35.8,89.61
-2.67,-9.72,-3.92,0.57,0.59,1.38,217.24,8.69,383.39,306.56,72.55,264.34,3.64,-2.67,72.55,-3.68,NA,NA,0,0,0,4.26,21.23,1.4,1.14,1.2,1.29,119.53,5.61,90.85,8.3,79.92,397.96,4.98,23.34,79.92,5.33,NA,NA,0,6.25,77.6,1.62,18.6,0.8,0.27,0.29,0.78,180.49,2.47,161.46,80.11,91.29,1047.49,11.47,5.87,91.29,9.89,0.3,NA,0,2.11,31.77
0.28,7.9,0.14,0.03,0.94,0.95,185.93,160.18,176.39,1.19,0.97,27.7,28.7,26.12,96.52,3.75,0.39,12403.52,0,13.2,83.77,0.08,2.39,0.04,0.01,0.91,0.93,193.8,165.69,183.62,4.41,0.97,28.31,29.31,13.71,96.59,4.48,0.34,17807.4,0,7.24,57.95,4.66,29.34,4.5,0.06,0.57,0.64,351.58,146.81,287.37,21.34,0.84,5.3,6.3,19.98,84.12,10.72,0.35,24341.42,0,14.8,52.11
7.49,32.41,1.25,0.14,1.08,1.16,60.97,41.85,44.35,3.68,0.77,3.33,4.33,12.64,76.9,12.73,1.87,NA,0,0.86,37.29,-11.99,-53.88,-29.18,0.03,1.05,1.1,888.57,663.08,535.14,34.07,0.78,3.49,4.49,-4.99,77.75,-11.75,1.44,1188.33,15.5,17.04,1285.16,10.9,32.78,16.06,0.01,1.27,1.31,536.57,435.22,323.16,14.73,0.67,2.01,3.01,16.62,66.76,21.04,2.41,47155.33,5.6,8.43,26.37
4.5,21.46,1.76,0.01,0.85,1.13,142.67,51.95,66.68,30.13,0.79,3.77,4.77,33.18,79.05,14.67,1.52,12183.33,25.88,11.24,65.39,3.59,9.81,1.17,0.03,0.52,1.11,119.08,35.92,50.92,43.18,0.63,1.73,2.73,48.01,63.43,20.06,1.2,11592.7,18.43,14.49,70.53,4.52,31.52,3.09,0,1,1.11,249.35,208.2,84.7,23.98,0.86,5.98,6.98,14.48,85.66,9.34,2.7,5463.4,50.87,4.76,31.28
1.34,3.28,0.5,0.33,3.01,3.22,135.26,105.16,35.51,8.41,0.59,1.46,2.46,32.83,59.31,10.55,12.7,NA,30.81,11.7,84.42,0.38,1.86,0.26,0.25,1.26,1.26,247.07,194.49,142.17,0.61,0.79,3.86,4.86,19.68,79.43,3.62,84.35,9340,20.89,13.07,78.69,0.5,1.6,0.2,0.9,1.46,1.46,143.9,52.75,56.53,NA,0.68,2.17,3.17,29.7,68.5,4.44,7.97,NA,25.83,11.54,79.55
1.58,46.26,15.58,0.3,1.33,1.33,3584.28,370.32,181.34,0,0.97,28.24,29.24,1.58,96.58,4.73,1.04,NA,76.2,0,0,5.38,45.77,32.26,8.96,9.13,9.13,2188.62,6.26,36.77,0,0.88,7.51,8.51,5.38,88.24,11.32,1.16,NA,68.87,0,0,3.07,29.09,20.19,1.53,1.6,1.6,2391.8,10.8,163.77,0,0.89,8.47,9.47,3.07,89.44,9.18,1.05,NA,71.07,0,0
7.64,84.9,54.11,0.96,1.07,1.07,2578.69,46.75,399.59,NA,0.9,10.01,11.12,7.64,91,12.65,0.99,NA,0,0,0,2.29,70.13,35.76,0.03,0.04,0.04,5708.9,28.06,3166.53,0,0.96,29.58,30.67,2.29,96.74,4.82,0.44,NA,0,0,0,-3,-453,-20.99,0.05,0.09,0.09,2546.24,62.83,1525.84,0,0.99,149.41,150.94,-3,99.34,2.92,0.4,NA,0,0,0
3.45,13.19,2.03,0.1,0.46,1.09,144.26,31.1,86.34,55.52,0.74,2.83,3.83,3.45,73.88,28.97,1.1,NA,0,0,0,-25.91,260.22,-11.69,0.12,0.19,0.29,164.72,11.15,153.43,14.77,1.1,-11.04,-10.04,-25.03,109.96,-9.38,0.08,NA,0,0.4,-20.32,-21.1,66.84,-15.17,0.08,0.32,0.32,261.7,75.84,311.72,NA,1.32,-4.17,-3.17,-21.1,131.58,4.53,-0.33,3555,0,0,0
-0.75,-2.26,-1.16,0.02,0.53,0.53,559.95,132.85,258.43,NA,0.67,2,3,4.04,66.69,2.66,0.45,NA,0,7.37,60.25,-9.48,-26.47,-12.14,0.02,0.03,0.03,467.31,2.25,295.83,NA,0.64,1.79,2.79,-2.36,64.19,-9.41,0.36,2580,0,9.12,271.22,-5.92,-22.12,-9.75,0.07,0.19,0.19,599.59,50.14,351.59,NA,0.73,2.74,3.74,-0.28,73.25,1.98,0.31,8934,13.94,9.29,68.01
0.39,0.43,0.97,0.32,4.43,7.13,911.76,278.14,67.68,185.11,0.1,0.11,1.11,5.26,10.17,85.9,1.99,14788.06,0,12.19,39.65,3.29,3.62,10.9,2.61,6.29,8.94,1208.62,279.37,75.83,203.42,0.09,0.1,1.1,6.34,8.97,96.09,2.17,38635.88,0,10.09,21.88,-0.64,-0.72,-2.72,3.02,5.52,7.35,1542.3,293.8,117.61,218.48,0.1,0.12,1.12,2.29,10.38,43.89,2.13,8756,0,12.42,46.47
8.89,8.89,2.14,NA,NA,NA,87.75,NA,NA,NA,NA,NA,1,8.89,0,NA,NA,NA,0,0,0,-0.86,-0.86,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-0.86,0,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA
