"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
11.23,29.16,1.21,12.97,24.94,24.94,34.63,18.65,1.56,NA,0.62,1.6,2.6,11.23,61.5,18.25,NA,NA,0,0,0,8.46,29.89,1.34,1.88,9.01,9.01,57.84,45.25,6.35,NA,71.68,253.15,3.53,31.13,71.68,11.81,NA,NA,0,3.6,43.45,0.47,3.62,0.15,0.21,2.85,2.85,119.43,102.5,19.69,NA,86.96,666.78,7.67,4.07,86.96,0.54,2.11,NA,16.29,1.18,52.75
-7.76,-257.29,-6.18,0.11,0.9,0.92,290.03,219.3,277.48,4.67,0.97,32.17,33.17,0.37,96.99,1.51,0.28,21289.43,0,6.47,31.95,-12.86,181.63,-14.95,0.22,0.76,0.76,423.3,237.83,445.63,0.79,1.07,-15.13,-14.13,7.05,107.08,3.67,-0.39,NA,0,16.33,-310.36,6.36,62.42,4.2,0.29,0.88,0.88,240.51,124.81,212.42,0.18,0.9,8.81,9.81,20.16,89.81,13.58,0.49,NA,0,6.46,35.33
-23.78,-84.59,-133.74,NA,NA,NA,2046.97,113.29,NA,NA,0.7,2.48,3.56,-23.78,71.89,11.97,1.22,NA,0,0,0,19.51,37.23,26.18,4.74,5.47,5.47,488.39,28.06,38.55,NA,0.48,0.91,1.91,19.51,47.58,120.04,1.63,NA,0,0,0,-19.18,-22.26,-16.22,4.45,4.49,4.49,307.82,1.63,42.21,NA,0.14,0.16,1.16,-19.18,13.86,406.5,2.28,NA,0,0,0
-60.64,-159.74,-26.55,1.09,1.12,1.2,159.36,2.62,91.1,7,0.62,1.63,2.63,15.48,62.04,-62.26,1.37,3417,0,33.32,176.86,27.9,50.61,7.25,1.98,2.07,2.26,94.56,3.6,37.01,7.03,0.45,0.81,1.81,93.45,44.88,78.52,6.11,NA,0,11.9,42.52,-14.69,-36.21,-4.43,1.31,1.36,1.66,109.68,3.22,57.02,16.69,0.59,1.46,2.46,66.04,59.43,-13.41,3.48,NA,0,17.17,73.42
2.97,8.33,0.33,0.68,0.68,0.68,40.49,0.02,8.08,NA,0.64,1.8,2.81,25.11,64.4,57.54,0.93,15377,0,2.46,32.88,7.23,16.13,0.49,0.84,0.85,0.85,24.71,0.09,13.33,NA,0.55,1.23,2.23,33.8,55.18,78.06,0.83,NA,0,1.8,32.93,0.9,1.03,0.02,4.34,5.21,5.21,9.07,0.98,1.13,NA,0.13,0.14,1.14,56.3,12.56,558.14,2.53,NA,0,1.38,39.15
-10.99,-10.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-10.99,0,NA,NA,NA,0,NA,0,24.21,26.11,4.81,13.65,13.7,13.7,72.35,0.27,5.22,NA,7.3,7.87,1.08,24.21,7.3,331.67,NA,NA,0,0,0,5.37,21.91,NA,1.32,1.32,1.32,393.56,0.31,293.81,NA,0.75,3.08,4.08,5.37,75.49,7.12,NA,NA,0,0,0
0.17,0.35,0.12,0.63,0.84,0.99,261.72,11.63,13.2,8.93,0.5,1,2.01,28.1,50.27,17.76,0.93,8250.13,39.77,20.08,63.89,-16.74,-43.61,-1.84,0.81,1.14,1.21,40.04,7.96,15.06,1.79,0.62,1.61,2.61,13.48,61.61,-11.59,1.5,NA,23.45,3.32,30.95,-48.71,372.05,-6.22,0.49,0.78,0.78,46.47,11.71,35.72,0,1.13,-8.64,-7.64,-19.15,113.09,-39.65,-0.4,NA,7.97,3.77,-299.38
4.49,4.54,NA,91.31,91.31,91.31,137.42,NA,2.1,NA,0.01,0.01,1.01,4.49,1.1,410.34,NA,NA,0,0,0,24.99,24.99,NA,NA,NA,NA,220.17,45.59,NA,NA,NA,NA,1,24.99,0,NA,NA,NA,0,0,0,21.89,21.89,NA,NA,NA,NA,113.15,111.88,NA,NA,NA,NA,1,21.89,0,NA,NA,NA,0,0,0
8.85,21.79,5.1,0.36,1.08,1.13,209.76,88.63,103.95,5.83,0.59,1.46,2.46,20.72,59.4,37.89,1.25,15942.33,9.29,6.84,30.25,9.01,14.98,5.77,0.88,1.91,1.95,233.02,94.72,78.47,3.85,0.4,0.66,1.66,23.71,39.83,63.27,2.71,NA,5.78,9.41,31.59,6.35,8.49,3.63,2.71,3.63,3.66,208.01,47.7,46.7,1.6,0.25,0.34,1.34,29.58,25.21,94.71,9.64,NA,2.51,13.27,44.63
2.2,2.01,NA,-5.41,-6.78,-6.78,394.64,78.79,-57.58,NA,-0.09,-0.09,0.91,80.14,-9.44,-23.36,NA,NA,0,61.89,67.57,-106.77,-164.7,NA,3.72,3.72,3.72,141.96,NA,37.77,NA,0.35,0.54,1.54,71.64,35.18,-303.53,NA,NA,0,51.26,152.3,4.19,7.95,NA,2.56,2.56,2.56,119.61,NA,46.16,NA,0.47,0.9,1.9,265.78,47.34,8.84,NA,NA,0,62.97,69.27
2.11,2.12,6,196.65,196.65,196.65,1033.96,NA,5.2,NA,0.01,0.01,1.01,2.11,0.51,415.38,NA,NA,0,0,0,10.26,25.65,14.37,1.67,1.67,1.67,509.47,NA,302.21,NA,59.98,149.9,2.5,10.26,59.98,17.11,NA,NA,0.01,0,0,18.02,19.05,73.28,18.57,18.57,18.57,1480.02,NA,78.65,NA,5.38,5.69,1.06,18.02,5.38,334.72,NA,NA,0.01,0,0
0.18,0.25,0.43,0.27,0.39,0.39,874.61,29.34,241.23,NA,0.28,0.39,1.39,5.88,28,34.03,0.81,15000.5,0,13.7,35.3,0.65,0.94,NA,0.23,0.38,0.38,291.2,13.26,88.43,NA,0.31,0.44,1.44,5.38,30.73,37.29,0.78,NA,0,2.82,20.16,1.43,3.16,NA,0.32,0.9,0.9,310.21,97.34,167.87,NA,0.55,1.21,2.22,8.52,54.73,11.66,0.89,NA,0,4.65,37.88
0.29,0.99,0.74,0,0.23,0.81,936.04,149.18,624.21,387.9,0.71,2.43,3.43,5.4,70.81,0.41,0.69,NA,3.37,13.13,-32.06,0.57,2.24,1.3,0.04,0.21,0.89,834.92,100.79,614.91,418.02,0.75,2.94,3.94,8.7,74.64,0.76,0.75,NA,0,18.64,112.67,0.58,2.39,1.28,-0.01,0.26,0.84,802.33,163.38,574.72,345.3,0.76,3.11,4.11,6.54,75.67,0.77,0.67,NA,3.21,13.13,-460.84
2.07,2.74,10.72,1.01,4.06,4.06,1442.01,35.86,459.92,NA,0.25,0.33,1.33,2.07,24.63,8.39,NA,NA,0,0,0,1.53,2.15,9.42,1.12,3.48,3.48,2236.17,1500,635.4,NA,0.29,0.4,1.4,1.53,28.73,5.34,NA,NA,0,0,0,22.74,24.31,63.66,2.6,15.46,15.46,1019.2,838.6,65.21,NA,0.06,0.07,1.07,22.74,6.47,351.46,NA,NA,0,0,0
3.72,48.57,25.94,0.21,0.33,0.33,2536.97,100.94,678.06,NA,0.92,12.05,13.05,3.72,92.34,9.52,0.75,NA,65.12,0,0,2.89,26.54,19.42,0.28,0.4,0.4,2447.04,91.98,601.43,NA,89.12,818.83,9.19,2.89,89.12,9.18,0.79,NA,64.11,0,0,4.6,26.38,NA,0.4,0.58,0.58,2270.85,99.83,507.14,NA,82.55,472.99,5.73,4.6,82.55,12.03,0.85,NA,59.81,0,0
2.58,-7.57,0.8,0.31,0.51,0.51,113.31,11.41,150.34,NA,1.34,-3.93,-2.93,6.79,134.16,28.62,-1.2,NA,0,1.31,8.76,7.42,-91.32,5.75,0.07,1.1,1.1,282.28,6.25,252.76,NA,1.08,-13.31,-12.31,7.42,108.12,18.41,18.58,NA,0,0,0,1.65,-32.76,4.18,0.07,1.05,1.05,920.99,45.62,670.91,1.17,1.05,-20.84,-19.84,1.65,105.04,2.65,1.16,NA,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.31,-29.25,NA,5.93,5.93,5.93,NA,NA,NA,NA,0.17,0.2,1.2,-24.31,16.87,-144.08,NA,NA,0,NA,0,12.33,14.58,NA,4.54,6.48,6.48,1216.49,360,185.76,NA,0.15,0.18,1.18,12.33,15.44,79.84,NA,NA,0,0,0
0.62,0.62,0.78,25.56,470,470,439.74,360,0.81,NA,0,0,1,0.62,0.18,344.44,6.21,NA,0,0,0,23.66,25.36,NA,7.91,13.3,13.3,1011.08,360,66.74,NA,6.67,7.15,1.07,23.66,6.67,354.56,8.32,NA,0,0,0,19.85,21.02,NA,10.93,16.07,16.07,1265.6,360,70.06,NA,5.6,5.93,1.06,19.85,5.6,354.55,9.38,NA,0,0,0
-48.44,269.31,-15.65,0.44,0.85,0.85,117.58,55.83,137.21,NA,1.18,-6.56,-5.56,-6.98,117.99,-41.06,NA,NA,0,13.39,-651.95,49.61,241.91,NA,0.26,1.26,1.26,49.91,39.01,39.24,NA,0.79,3.88,4.88,135.43,79.49,62.41,NA,NA,0,8.65,42.39,13.19,15.27,NA,0.18,7.38,7.38,97.93,94.35,13.09,NA,0.14,0.16,1.16,38.87,13.61,96.91,NA,NA,0,4.96,42.63
9.72,13.02,4.62,3.01,3.01,4.12,172.91,NA,41.29,46.87,0.25,0.34,1.34,60.79,25.36,38.32,NA,8773.5,0,24.26,78.44,10.82,13.51,5.46,3.38,4.04,5.39,183.67,22.33,33.67,45.52,0.2,0.25,1.25,76.55,19.93,54.28,NA,NA,0,33.17,81.05,20.39,26.79,12.23,3.45,3.65,4.42,218.31,9.84,48.86,37.65,0.24,0.31,1.31,91.47,23.9,85.29,NA,NA,0,42.63,72.54
-21.87,-24.49,NA,9.35,9.35,9.35,NA,NA,NA,NA,0.11,0.12,1.12,-21.87,10.7,-204.42,NA,NA,0,NA,0,66.79,69.25,11.22,25.39,28.15,28.15,61.17,5.93,2.15,NA,3.55,3.68,1.04,66.79,3.55,1879.92,NA,NA,0,0,0,-3.35,-5.36,-0.69,-4.75,-4.3,-4.3,75.16,12.43,27.87,NA,37.5,59.99,1.6,-3.35,37.5,21.38,0.24,NA,0,0,0
1.72,28.92,0.82,0.04,1.53,1.53,173.21,110.97,74.68,NA,0.94,15.86,16.86,30.35,94.07,12.3,0.25,14234.67,0,13.62,70.24,6.67,51.32,3.42,0.23,2.71,2.71,186.96,127.46,51.24,NA,0.87,6.7,7.7,35.05,87.01,18.93,0.83,NA,7.63,14.58,59.88,7.25,54.51,5.61,0.01,1.73,1.73,281.64,198.06,102.71,0.19,0.87,6.52,7.52,25.13,86.69,19.07,1.04,NA,6.38,13.83,42.4
6.86,21.51,0.95,0.81,1.32,1.32,50.25,17.31,33.85,NA,0.68,2.14,3.14,78.75,68.11,24.51,3.24,10521,0,9.93,78.18,5.23,21.75,NA,0.9,1.32,1.32,117.63,36.4,88.37,NA,0.76,3.16,4.16,49.64,75.96,14.52,NA,NA,0,10.62,55.4,3.87,13.12,NA,0.96,1.42,1.42,98.17,31.18,68.44,NA,0.7,2.39,3.39,7.81,70.5,5.49,NA,NA,0,0.79,24.44
56.18,59.59,5.93,15.4,15.42,15.42,38.45,0.03,2.15,NA,0.06,0.06,1.06,70.36,5.72,982.81,7.28,4210,0,1.5,18.86,18.74,25.31,3.21,3.04,3.64,3.64,62.39,9.53,15.97,NA,0.26,0.35,1.35,25.86,25.96,134.76,12.85,NA,0,1.22,13.02,-30.48,707.57,-10.58,0.56,0.95,0.95,126.35,51.95,130.3,NA,1.04,-24.21,-23.21,-28.04,104.31,-27.77,-8.08,NA,0,0.85,-11.09
5.01,5.54,1.26,10.62,10.62,10.62,91.57,NA,8.53,NA,0.09,0.1,1.1,51.61,9.42,53.25,NA,NA,0,11.72,85.1,31.1,38.06,5.38,5.29,5.47,5.47,62.95,2.09,11.38,NA,0.18,0.22,1.22,80.92,18.28,170.16,NA,NA,0,8.62,54.24,-14.57,-27.49,-6.55,3.39,3.39,3.39,163.76,NA,28.75,NA,0.47,0.89,1.89,12.42,47.02,-2.71,2.06,NA,0,12.14,61.54
-6.35,-14.7,-3,1.53,1.8,1.8,171.7,25.74,94.45,NA,0.57,1.31,2.31,-6.35,56.79,-11.18,NA,NA,0,0,0,10.57,19.48,NA,2.23,2.25,2.25,135.39,1.42,59.43,NA,0.46,0.84,1.84,10.57,45.74,23.11,NA,NA,0,0,0,8.9,15.66,NA,2.37,2.36,2.36,290.86,-1.47,121.99,NA,0.43,0.76,1.76,8.9,43.19,20.6,NA,NA,0,0,0
3.49,-5.33,0.75,0.74,0.92,0.96,77.89,13.53,73.15,2.8,1.65,-2.53,-1.53,3.49,165.46,4.28,0.58,NA,0,0,0,53.71,2530.04,15.9,0.12,1.51,1.51,107.75,94.42,67.81,NA,0.98,46.11,47.11,53.71,97.88,57.76,9.07,NA,0,0,0,2.33,73.71,1.38,0.2,1,1.03,214.41,163.52,204.89,7.12,0.97,30.51,31.57,2.33,96.62,3.57,6.85,NA,0,0,0
5.03,79.82,NA,0.3,0.64,0.64,126.26,40.67,116.94,NA,93.7,1486.22,15.86,19.92,93.7,13.85,0.17,NA,0,3.33,29.92,6.84,76.37,NA,0.09,0.75,0.75,189.5,106.03,160.62,NA,91.04,1016.07,11.16,24.76,91.04,13.82,0.45,NA,0.7,6.25,34.1,1.3,33.22,NA,0.04,0.9,0.9,203.85,147.39,169.46,NA,96.1,2463.82,25.64,11.14,96.1,4.82,0.66,NA,6.63,3.73,46.11
-8.96,-7.57,-9.74,0.02,-0.07,0.15,395.47,-8.81,96.56,20.85,-0.18,-0.16,0.84,26.32,-18.37,48.78,1.31,4232.67,0,38.34,115.21,4.64,14.26,6.05,0.75,1.91,2.57,474.19,39.35,33.74,22.18,67.45,207.18,3.07,30.39,67.45,6.88,0.4,NA,0,33.54,75.7,17.27,36.1,18.52,0.1,0.73,0.73,390.32,78.38,124.01,NA,52.16,109.04,2.09,34.31,52.16,33.11,0.63,NA,0,18.28,41.44
0.37,9.67,0.39,0.3,1.04,1.04,382.49,267.65,363.84,NA,0.96,25.17,26.17,14.88,96.18,0.38,NA,NA,0,15.24,95.41,2.9,43.86,7.67,0.33,1.07,1.07,962.7,654.83,889.14,NA,93.38,1411.65,15.12,17.32,93.38,3.11,NA,NA,0,38.14,83.25,3.5,41.81,2.32,0.33,1.09,1.09,241.26,167.11,218.66,NA,91.64,1096.27,11.96,34,91.64,3.81,NA,NA,0,20.22,86.75
-1.11,-1.58,-6.64,0.04,0.48,0.48,2169.71,133.79,221.95,NA,0.29,0.42,1.42,-0.87,29.49,16.73,0.92,64702,3.61,1.47,2.35,-0.65,-0.94,-3.9,0.25,0.69,0.69,2193.11,90.25,206.14,0,0.31,0.45,1.45,0.96,31.11,18.17,0.97,NA,0,6.77,12.96,-2.75,-4.03,-18.82,0.12,0.36,0.36,2490.44,54.86,231.22,NA,0.32,0.46,1.46,-0.04,31.68,3.65,0.94,NA,0,13.77,38.87
0.36,1.3,0.28,0.81,1.4,1.4,282.27,117.97,139.8,0,0.73,2.65,3.65,35.59,72.59,0.49,NA,14604.67,21.1,27.33,87.7,-1.61,-4.7,NA,0.76,1.6,1.6,192.58,99.74,85.18,NA,65.74,191.85,2.92,58.12,65.74,-2.45,NA,NA,17.63,23.45,62.37,4.25,9.73,NA,0.77,1.97,1.97,92.77,55.68,37.49,NA,56.36,129.17,2.29,82.12,56.36,7.53,NA,NA,9.7,15.13,66.64
-1.91,-1.94,NA,61.72,61.72,61.72,NA,NA,NA,NA,0.02,0.02,1.02,-1.91,1.62,-117.78,NA,NA,0,NA,NA,32.76,40.19,73.42,5.41,5.41,5.41,815.87,NA,149.18,NA,0.18,0.23,1.23,32.76,18.49,177.17,NA,NA,0,0,0,-12.66,-16.97,NA,3.94,3.94,3.94,NA,NA,NA,NA,0.25,0.34,1.34,-12.66,25.41,-49.81,NA,NA,0,NA,0
1.62,69,23.41,44.22,46.13,46.13,5261.18,30,15.7,NA,0.98,41.56,42.61,1.62,97.65,6.49,0.03,NA,0,0,0,-1.19,-99.96,NA,35.63,61.79,61.79,5200.61,23.85,14.38,NA,0.99,83.08,84.08,-1.19,98.81,3.36,0.01,NA,0,0,0,3.02,72.52,NA,10.07,17.54,17.54,5459.51,29.76,51.56,NA,0.96,23,24.01,3.02,95.78,4.49,0.05,NA,0,0,0
-20.48,-122.82,NA,0.48,0.48,0.48,NA,NA,NA,NA,0.79,4.72,6,-20.48,83.33,-26,0.27,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.16,29.48,19.44,0.29,0.87,0.87,582.06,197.58,338.23,NA,0.59,1.42,2.42,12.16,58.76,20.69,0.85,NA,0,0,0
44.9,75.36,9.22,1.43,3.71,3.71,74.77,45.34,19.92,NA,0.4,0.68,1.68,180.97,40.42,111.09,NA,8941,0,27.95,72.77,-14.36,-22.41,-1.65,2.92,3.98,5.25,41.79,8.28,7.87,10.04,0.36,0.56,1.56,108.61,35.94,-39.94,NA,NA,0,14.12,103.79,14.75,26.48,2.29,0.02,0.54,2.69,56.43,10.86,20.72,44.61,0.44,0.79,1.79,65.16,44.27,33.33,NA,NA,0,7.81,68.69
8.76,19.18,3.44,0.08,1.92,1.93,142.92,122.02,57.49,0.37,0.54,1.19,2.19,136.24,54.31,31.22,4.78,18700.42,6.14,50.05,85.32,11.67,22.99,NA,0.29,2.5,2.51,156.4,112.93,43.37,0.37,0.49,0.97,1.97,127.93,49.25,36.13,3.5,NA,13.61,36.49,60.48,0.14,0.42,0.07,0.03,1.27,1.4,180.43,133.78,82.56,14.52,0.66,1.94,2.94,85.25,66.03,5.23,2.39,NA,14.23,30.62,68.03
-6.57,-72.81,-2.72,0.17,0.75,0.77,150.81,75.38,129.17,2.73,0.91,10.09,11.09,52.19,90.98,16.53,0.42,5422.56,0,24.35,71.39,1.61,19.66,0.72,0.12,1.01,1.01,162.79,126.79,142.69,NA,91.83,1123.64,12.24,39.46,91.83,14.88,1.06,NA,0,16.93,65.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.38,1.81,NA,3.5,4.21,4.21,2175.83,360,511.62,NA,0.24,0.31,1.31,1.38,23.77,5.82,NA,NA,0,0,0,13.86,19.88,NA,2.08,3.31,3.31,984.93,360,294.7,NA,0.3,0.43,1.43,13.86,30.25,45.82,NA,NA,0,0,0,9.01,15.41,NA,1.62,2.41,2.41,1111.6,360,456.31,NA,0.42,0.71,1.71,9.01,41.51,21.71,NA,NA,0,0,0
0.06,0.18,0.14,0.37,0.52,0.56,783.99,73.63,491.94,19.98,0.64,1.81,2.81,5.62,64.37,6.18,0.56,9036.48,0.02,8.51,38.5,-0.26,-0.67,-0.4,0.05,0.49,0.51,556.08,148.06,331.55,6.51,0.61,1.58,2.58,5.84,61.26,6.68,0.57,10164.47,0,6.72,57.17,4.62,11.95,9.34,0,0.52,0.64,736.25,226.66,437.66,51.9,0.61,1.59,2.59,11.01,61.36,13.2,0.65,NA,0.41,9.27,23.16
35.41,90.52,9.95,0.95,1.25,1.25,102.24,17.29,58.7,NA,0.59,1.51,2.56,63.63,60.88,123.87,NA,21903,0,7.93,24.72,13.61,46.22,NA,0.9,1.03,1.03,134.43,6.18,48.56,NA,0.7,2.39,3.4,26.33,70.22,38.1,1.1,NA,0,3.33,17.48,8.58,23.3,NA,1.05,1.24,1.24,57.85,4.73,25.1,NA,0.63,1.71,2.71,21.11,63.04,40.32,1.47,NA,0,1.47,19.5
-9.29,316.63,-21.5,0.21,0.23,0.23,842.59,16.01,857.77,NA,1.03,-35.09,-34.09,-9.29,102.93,-1.93,-0.04,NA,0,0,0,0.94,115.72,38.24,0.14,0.22,0.23,14779.49,53.84,614.39,3.81,0.99,121.87,122.87,0.94,99.19,1.23,0.97,NA,0,0,0,-0.53,-367.77,-171.13,0.02,0.02,0.02,117738.71,41.84,116277.36,25.12,1,694.11,695.11,-0.53,99.86,-0.53,0,NA,0,0,0
