"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
0.48,1.02,0.75,0.04,0.06,1.07,576.07,6.03,240.64,245.56,0.53,1.13,2.13,11.55,53.15,13.26,1.06,13196.44,0,17.53,99.64,0,0,0,0.27,0.51,4.59,699.41,17.75,73.09,297.86,0.55,1.22,2.22,12.86,54.86,12.09,1.72,NA,0,17.76,89.57,0.87,1.18,2.12,0.3,0.32,2.42,886.5,2.64,102.91,350.52,0.27,0.36,1.36,12.43,26.57,11.16,1.49,NA,12.09,20.15,141.33
0.44,0.54,1.15,1.91,2.39,4.33,955.49,41.48,87.28,171.98,0.12,0.15,1.24,20.21,19.63,122.56,1.37,6430.85,0,51.9,218.21,1.06,1.37,2.03,2.22,2.72,4.99,696.12,28.26,56.56,128.52,0.15,0.19,1.28,24.44,14.74,109.77,1.41,12332,0,31.77,136.72,0.08,0.1,0.19,4.29,4.76,7.38,835.55,27.59,59.54,156.46,0.13,0.16,1.24,23.52,12.71,125.4,1.82,NA,0,38.17,159.46
33.86,1576.03,NA,0.17,1.02,1.02,NA,NA,NA,NA,0.98,45.54,46.54,33.86,97.85,34.61,NA,NA,0,NA,0,0.11,42.84,0.39,0.03,0.31,0.79,1304.44,337.75,1229.83,594.08,1,394.96,395.96,0.11,99.75,0.32,0.19,NA,4.42,0,0,1.02,77.33,0.98,0.41,0.67,1.16,349.88,62.59,241.96,118.5,0.99,75.18,76.18,1.02,98.69,7.95,0.36,NA,5.36,0,0
1.81,14.65,1.24,0.69,0.86,0.88,249.43,27.95,137.2,4.22,0.88,7.08,8.08,16.84,87.63,29.06,0.8,33146,31,10.3,33.16,4.55,29.14,2.39,0.09,0.44,0.46,191.05,50.17,123.98,2.38,0.84,5.4,6.4,19.02,84.38,33.21,0.36,NA,17.94,7.59,40.57,1.85,14.39,1.4,0.3,0.62,0.66,275.73,65.61,188.27,7.02,0.87,6.78,7.78,12.3,87.15,25.85,0.48,NA,5.74,7.92,28.95
2.6,2.91,4.82,7.81,9.27,14.4,674.97,44.41,30.48,158.99,0.1,0.12,1.12,23.69,10.75,108.27,2.76,15931.13,0,39.11,101.52,-3.17,-3.69,-5.7,3.4,4.68,7.96,654.38,67.11,46.45,171.43,0.14,0.16,1.16,17.99,14.05,43.08,2.54,11859.16,0.9,27.04,89.57,-10.82,-12.06,-20.93,2.82,3.81,11.33,704.11,30.15,30.57,229.93,0.1,0.12,1.12,10.57,10.32,-6.17,1.88,10806.31,0,29.22,159.16
-1.97,-9.44,-2.22,0.4,0.4,0.4,410.71,NA,321.53,NA,0.79,3.8,4.8,19.29,79.16,38.03,0.3,9600.5,0,23.98,41.2,-1.7,-10.65,NA,0.45,0.74,0.89,330.7,79.77,274.97,40.06,0.84,5.28,6.28,25.86,84.07,24.63,0.62,NA,0,18.38,40.51,4.92,19.43,1.46,0.57,1,1,108.1,34.28,79.86,NA,0.75,2.95,3.95,36.54,74.7,39.78,1,NA,0,7.47,26.84
20.93,22.15,20.83,0.49,17.04,17.04,362.21,328.25,19.83,NA,0.06,0.06,1.06,20.93,5.54,414.9,17.34,NA,0,0,0,11.37,11.92,17.44,0.44,21.13,21.13,558.06,524.01,25.33,NA,0.05,0.05,1.05,14.68,4.6,286.43,31.51,NA,0,5.06,11.04,20.06,21.49,25,4.24,14.91,14.91,453.79,318.28,29.82,NA,0.07,0.07,1.07,24.55,6.68,321.33,100.4,NA,0,5.6,14.35
0.08,0.41,0.31,44.04,75.22,91.13,1360.91,115.43,3.7,59.75,0.8,3.89,4.89,1.03,79.55,3.65,1.33,NA,0,3.55,33.44,0.85,4.35,NA,2.04,3.62,4.74,2488.02,277.32,175.74,196.62,0.8,4.1,5.1,2.43,80.37,4.24,1.4,NA,0,8.25,28.9,2.21,10.41,5.74,0.28,0.68,1.78,943.32,80.56,199.49,218.16,0.79,3.7,4.7,3.05,78.72,6.19,1.27,NA,0,1.8,-1.66
1.45,6.42,2.49,0.43,1.99,3.33,624.3,122.11,78.45,106.21,0.62,2.73,4.43,16.35,77.41,24.85,1.24,15514.24,3.03,25.56,83.03,2.52,9.91,4.56,0.4,1.86,3.62,659.93,108.89,43.34,135.94,0.59,2.32,3.94,19.15,58.79,23.49,1.3,NA,5.17,20.4,67.23,3.81,13.77,7.12,1.07,4.4,7.73,679.68,140.84,43.4,144.42,0.54,1.97,3.61,20.35,54.44,23.09,1.52,NA,3.69,21.68,57.74
10.46,12.12,7,4.15,5.24,5.78,243.51,35.84,32.91,18.07,0.14,0.16,1.16,20.92,13.66,127.16,4.41,NA,0,6.99,122.42,24.89,33.85,24,2.86,3.22,3.51,351.06,33.2,91.96,26.04,0.26,0.36,1.36,27.83,26.48,108.67,10.31,NA,0,2.84,12.69,5.82,6.04,6.36,19.88,24.6,26.1,397.65,68.35,14.47,21.68,0.04,0.04,1.04,9.44,3.68,288.49,24.18,NA,0,3.96,-63.66
-8.57,-12.1,-48.37,0.01,0.56,1.72,2054.34,21.39,156.96,238.23,0.21,0.29,1.41,4.43,29.16,6.1,0.98,1521.64,2.22,73.36,767.85,-3.02,-4.06,-15.47,0.02,0.45,1.96,1861.27,12.72,111.17,244.44,0.19,0.25,1.34,10.66,18.6,38.09,1.01,NA,3.26,51.21,164.48,-5.17,-6.97,-25.52,0.04,0.43,1.76,1798.85,30.16,137.39,287.74,0.21,0.28,1.35,9.95,20.93,23.99,1.05,NA,4.56,53.65,176.84
0.46,0.57,0.5,0.49,1.41,1.43,395.73,73.12,47.26,1.57,0.2,0.26,1.26,6.76,20.36,55.24,1.13,8613.17,8.08,6.85,55.89,1.57,1.99,1.51,0.24,1.46,1.46,352.03,84.44,51.36,NA,0.21,0.27,1.27,8.04,21.38,54.91,1.11,NA,5.01,4.63,26.95,-5.44,-7.74,-5.34,0.41,0.59,1.33,357.16,14.71,71.53,60.37,0.23,0.33,1.42,2.69,23.47,27.48,1.03,NA,2.96,6.2,45.47
0.5,1.86,2.64,0.18,8.15,9.16,1933.82,339.31,42.52,43.17,0.38,1.41,3.74,13.61,73.28,11.85,0.77,13719.67,0,69.67,75.86,-2.27,-8.8,-13.09,0.26,10.05,12.13,2098.04,358.8,36.65,76.24,0.39,1.5,3.88,12.15,38.75,7.6,0.79,NA,0,59.41,83.65,2.14,7.13,7.29,0.61,6.95,8.93,1238.98,143.14,22.58,44.59,0.33,1.11,3.33,19.92,33.49,20.59,0.73,NA,0,43.77,63.52
25.44,27.53,24.99,12.7,12.93,12.93,357.57,6.17,26.87,NA,0.08,0.08,1.08,25.44,7.6,334.81,NA,NA,0,0,0,2.72,2.91,1.24,12.48,15.77,15.77,166.15,34.3,10.42,NA,6.34,6.77,1.07,2.72,6.34,42.92,NA,NA,0,0,0,4.66,4.96,2.78,15.97,16.54,16.54,217.08,7.44,12.98,NA,6.05,6.43,1.06,4.66,6.05,77.08,NA,NA,0,0,0
3.79,46.83,5.2,0.05,0.09,0.98,499.34,18.07,398.97,358.61,0.92,11.34,12.35,13.7,91.9,9.91,0.92,85.33,0,13.59,7712.5,0.94,2.02,1.58,0.05,0.33,1.24,611.85,88.58,324.09,297.39,0.54,1.16,2.16,9.52,53.61,10.77,1.39,NA,0,14.42,379.29,0.1,0.38,0.3,0.02,0.14,0.5,1073.57,97.78,697.85,275.96,0.73,2.75,3.75,5.02,73.33,7.93,0.42,NA,7.55,14.5,267.51
6.23,7.18,15.21,7.25,8.36,14.24,888.48,36.59,32.92,195.95,0.08,0.09,1.15,14.95,13.27,167.47,1.95,26980.95,0,21.28,58.65,4.18,4.75,12.43,8.03,9.11,15.24,1082.77,32.09,36.14,221.55,0.08,0.09,1.14,13.31,7.51,160.25,1.89,12452.95,0,19.59,54.8,0.26,0.29,0.83,3.32,8.46,19.42,1167.65,21.78,27.6,302.58,0.06,0.07,1.13,9.29,6.02,139.64,1.72,12302.45,0,20.93,64.57
0.79,1.64,9.63,0.04,1.17,1.82,4433.81,726.25,343.49,420.38,0.27,0.57,2.07,12.21,51.77,26.37,0.83,-646.74,17.1,139.04,-2037.57,0.63,1.27,5.6,0.03,0.44,0.98,3221.91,238.3,84.2,324.85,0.23,0.47,2.01,14.27,23.36,36.42,0.67,NA,18.91,86.97,637.21,0.66,1.34,5.24,0.31,0.71,1.16,2880.34,247.33,57.18,269.66,0.25,0.5,2.02,14.02,24.94,39.83,0.71,NA,21.25,75.68,672.93
0.08,0.11,3.5,0.17,1.36,1.83,14986.67,2994.31,510.71,1199.91,0.17,0.22,1.27,2.87,21.47,39.99,1.14,-15120.69,13.65,114.54,-50.37,0.09,0.11,2.96,0.07,1.81,2.35,11725.16,1733.39,804.22,1133.26,0.18,0.22,1.22,3.16,18.36,26,1.42,NA,11.13,98.95,-386.26,-1.8,-2.21,-35.75,0.08,1.89,2.44,7212,1082.56,508.52,693.08,0.18,0.22,1.22,1.9,18.28,3.79,1.45,NA,10.67,73.46,-404.03
6.88,10.37,39.61,133.39,139.56,170.09,2095.31,27.7,4.49,139.02,0.34,0.51,1.51,6.88,33.64,56.81,1.85,NA,0,0,0,5.4,7.22,32.92,1.49,1.6,2.01,2217,58.74,542.49,222.25,0.25,0.34,1.34,5.4,25.19,73.04,1.73,NA,0,0,0,4.83,6.09,35.23,1.97,2.07,2.49,2653.32,52.03,530.51,224.5,0.21,0.26,1.26,4.83,20.67,85.62,1.84,NA,0,0,0
-9.24,-19.56,-17.33,0.01,0.11,1.45,682.9,28.22,150.38,357.06,0.51,1.09,2.12,22.47,52.77,15.12,1.35,-1701.92,16.81,59.5,-504.44,0.1,0.2,0.18,0.02,0.18,1.42,661.27,42.69,148.34,331,0.49,1,2.03,31.96,49.31,36.54,1.33,6646.71,18.11,41.72,1145.57,1.57,3.28,3,0.01,0.22,1.57,695.1,58.85,175.65,379.09,0.51,1.07,2.09,30.45,51.4,34.65,1.6,7316.76,15.22,39.83,574.83
-18.48,-28.39,-34.46,0.14,0.29,2.73,678.74,19.23,126.44,311.94,0.35,0.53,1.54,7.96,34.91,-13.02,1.65,6679.32,0,49.31,201.6,-24.56,-37.86,-27.12,0.68,1.06,3.57,401.9,24.48,63.69,159.94,0.35,0.54,1.54,12.5,34.76,-27.46,1.91,11877.12,0,28.64,143.08,-6.58,-11.12,-8.61,0.17,1.02,2.28,476.66,113.1,91.26,168.06,0.41,0.69,1.69,21.73,40.55,8.22,1.97,10356.77,8.88,26.49,139.44
33.99,54.08,13.35,0.94,1.88,1.88,142.99,49.61,52.4,NA,0.37,0.59,1.59,53.35,37.14,108.73,2.18,21968.33,0,7.6,26.92,26.15,28.73,17.14,6.05,8.61,8.61,238.57,53.57,20.87,NA,0.09,0.1,1.1,47.99,8.99,372,4.05,NA,0,10.86,24.89,27.53,28.44,22.94,20.12,23.59,23.59,303.26,31.57,9.09,NA,0.03,0.03,1.03,44.15,3.2,888.1,3.45,NA,0,10.5,21.42
4.9,17.92,3.55,0.46,0.73,0.73,212.68,51.54,189.18,NA,0.73,2.66,3.66,4.9,72.65,15.82,0.59,NA,0,0,0,30.41,69.86,NA,1.3,1.49,1.49,363.3,36.86,202.9,NA,0.56,1.3,2.3,30.41,56.47,65.05,2.75,NA,0,0,0,19.39,37.93,NA,1.44,1.9,1.9,201.43,44.66,97.37,NA,0.49,0.96,1.96,19.39,48.88,49.1,7.4,NA,0,0,0
-6.49,-7.73,-14.39,0.19,0.92,4.83,807.34,38.48,52.86,209.58,0.1,0.11,1.19,11.29,16.03,53.98,1.27,8663.75,0,39.43,147.35,0.44,0.5,0.96,0.83,1.71,7.25,800.98,34.89,39.75,220.11,0.07,0.08,1.15,18.78,7.24,150.77,1.4,NA,0,28.57,79.63,-8.19,-9.7,-17.56,0.33,1,4.89,780.85,39.44,58.95,229.42,0.11,0.13,1.18,11.41,10.79,31.5,1.4,NA,0,29.45,110.22
-0.38,-4.38,-0.53,0.04,0.23,0.67,515.59,70.72,171.99,165.74,0.82,9.51,11.64,27.96,91.41,11.66,0.35,-1803.2,38.65,40.14,-479.41,-0.2,-2.19,-0.2,0.07,0.28,0.64,373.48,56.09,112.36,94.02,0.81,8.96,11.12,32.7,80.55,9.38,0.33,NA,41.32,24.98,-306.65,-13.13,-191.64,-15.92,0.02,0.26,0.82,441.57,81.36,89.33,182.79,0.83,12.05,14.6,28.92,82.52,-5.28,0.36,NA,54.49,36.99,-453.64
8.23,8.71,21.41,0.91,16.33,17.34,946.51,126.22,41.35,42.06,0.05,0.06,1.06,15.63,5.51,184.02,4.09,36933.66,0,19.24,40.5,8.93,9.57,25,0.63,19.38,20.67,1019.36,142.71,36.75,47.28,0.06,0.07,1.07,15.85,6.39,163.93,3.83,10556.26,0,13.9,27.58,14.49,15.39,44.84,0.85,15,15.73,1126.7,160.52,54.99,40.2,0.06,0.06,1.06,20.69,5.81,272.41,4.26,NA,0,13.62,29.89
0.4,3.44,1.21,0.37,0.47,2.38,1087.61,30.29,280.84,541.73,0.87,7.42,8.51,10.02,88.25,26.47,1.18,NA,32.87,28.74,-15.4,0.22,2.03,0.58,0.21,0.33,0.93,960.09,89.69,426.09,484.9,0.89,8.19,9.19,13.74,89.12,14.74,0.52,NA,39.76,35.67,-19.48,18.64,66.82,83.5,0.43,0.88,1.26,1630.76,520.75,213.53,435.21,0.72,2.59,3.59,32.46,72.11,33.52,2.67,NA,57.74,61.9,-31.25
0.12,0.15,0.19,3.81,7.63,12.12,582.81,97.53,25.52,116.31,0.2,0.25,1.27,12.24,21.55,58.25,1.98,NA,4.8,19.4,77.8,4.41,5.95,5.55,1.29,3.68,4.27,458.53,151.54,53.86,38,0.24,0.33,1.35,16.45,24.49,62.9,1.99,NA,2.13,11.02,45.78,3.54,4.28,6.02,3.11,4.28,7.86,618.8,39.97,34.24,122.38,0.16,0.19,1.21,16.4,16,88.29,1.91,NA,0,15.69,50.08
34.63,89.8,29.1,0.52,1.56,1.56,153.79,193.41,185.88,NA,61.44,159.33,2.59,34.63,61.44,56.36,9.37,NA,0,0,0,-2.53,-3.67,NA,0.94,2.97,2.97,NA,NA,NA,NA,31.14,45.22,1.45,-2.53,31.14,-8.12,9.03,NA,0,NA,0,-55.36,-110.5,NA,0.58,1.77,1.77,NA,NA,NA,NA,49.9,99.59,2,-55.36,49.9,-110.95,4.29,NA,0,NA,0
0.02,0.75,0.05,0,0.55,0.65,716.25,243.76,311.6,46.7,0.83,25.53,30.71,2.97,96.74,6.82,0.36,-25357.5,25.61,5.8,-29.87,-1.36,-162.36,-4.61,0,0.77,0.82,1231.27,685.39,740.78,43.78,90.46,10771.7,119.08,0.09,90.46,2.78,0.43,NA,19.03,3.61,-45.55,-2.89,135.61,-29.64,0.02,0.91,0.93,3728.11,2014.8,2023.24,35.49,77.5,-3631.33,-46.86,-1.34,77.5,14.77,0.25,NA,12.84,11.8,-22.98
-0.25,-0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.25,0,NA,NA,NA,0,NA,0,-0.04,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,-0.04,0,NA,NA,NA,0,NA,0,-5.22,-5.83,NA,9.61,9.61,9.61,NA,NA,NA,NA,10.41,11.61,1.12,-5.22,10.41,-50.21,NA,NA,0,NA,0
0.53,2.07,1.05,0,0.14,0.87,721.16,45.41,166.01,259.87,0.63,2.45,3.91,4.95,74.43,20.52,0.53,-2525.4,25.42,8.75,-193.8,0.18,0.61,0.24,0,0.26,0.89,488.37,63.79,181.57,154,0.71,2.45,3.45,6.33,70.98,16.8,0.78,NA,12.92,8.25,-88.15,1.69,5.58,2.65,0.2,0.48,0.83,572.03,92.94,175.07,116.36,0.7,2.3,3.3,8.31,69.72,17.74,0.59,NA,27.84,10.4,-129.59
5.11,5.84,6.81,18.74,22.2,32.75,484.72,21.9,6.32,67.66,0.13,0.14,1.14,14.94,12.52,196.71,1.75,27445.67,5.6,13.09,45.66,2.5,2.74,2.97,8.04,8.8,12.5,432.76,14.42,19,70.39,0.09,0.1,1.1,16.11,8.79,254.89,2.05,NA,0,16.18,63.85,2.5,3.25,4.17,2.4,3.2,5.29,605.97,43.37,54.05,113.18,0.23,0.3,1.3,11.64,22.97,84.38,1.47,NA,0,15.2,55.49
0.24,1.74,NA,0.03,0.03,0.03,NA,NA,NA,NA,0.86,6.39,7.39,0.24,86.47,2.37,0.15,NA,0,NA,0,0.02,0.13,NA,0.13,0.13,0.13,NA,NA,NA,NA,0.87,6.94,7.94,0.02,87.41,1.95,0.14,NA,0,NA,0,0.12,1,0.9,0.23,0.23,0.23,2759.22,NA,1764.27,NA,0.88,7.38,8.38,0.12,88.07,3.1,0.16,NA,0,0,0
-3.45,-9.82,-6.54,0.08,1.01,1.01,690.41,272.32,313.56,NA,0.65,1.85,2.85,1.49,64.88,23.44,1.06,35435.2,0.32,9.36,21.17,1.23,3.86,2.36,0,0.62,0.62,699.81,135.83,236.81,NA,0.68,2.15,3.15,6.36,68.21,32.81,0.83,NA,0.43,9.87,21.07,-11.22,-45.94,-20.15,0,0.8,0.8,653.73,233.86,262.15,NA,0.76,3.09,4.09,-5.31,75.57,22.09,0.84,NA,11.87,10.62,24.31
-8.75,-172.53,-35.12,0.89,1.28,2.33,1116.01,158.24,345.31,425.44,0.95,18.72,19.72,-8.5,94.93,-6.8,0.66,NA,21.3,0.99,-4.29,3.62,68.97,2.99,0.16,0.52,0.68,300.13,51.14,122.94,23.25,94.74,1802.59,19.03,11.61,94.74,14.8,0.72,NA,47.96,4.88,-154.87,-5.6,289.55,-33.71,0.2,0.47,0.63,2191.02,318.4,1151.18,185.23,101.87,-5266.94,-51.7,5.11,101.87,10.78,0.56,NA,32.42,47.66,-58.41
