"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63"
19.84,59.16,46.8,0.99,4.87,5.62,861.23,223.93,57.66,43.92,0.42,1.24,2.98,30.28,66.47,64.22,0.79,44938.33,0.61,24.64,32.19,6.29,15.89,14.29,1.15,8.26,8.26,826.91,270.9,38.13,0,0.38,0.97,2.53,20.45,60.41,36.3,0.89,35609.67,0,32.16,55.45,-9.14,-16.06,-30.1,0.62,4.39,4.68,1199.17,331.84,87.92,25.54,0.2,0.35,1.76,9.59,19.92,4.28,1.06,NA,0,45.73,94.02
2.03,5.16,38.09,13.09,105.2,105.2,6857.08,2274.4,24.69,NA,0.09,0.23,2.55,2.94,60.72,72.46,0.82,NA,1.98,17.2,22.05,3.12,9.17,33.28,0.35,7.49,7.65,3884.39,1133.84,158.69,25.41,0.23,0.68,2.94,3.84,66,29.91,0.8,NA,15.48,7.72,11.58,3.65,11.46,48.44,-0.16,16.67,16.87,4825.73,893.33,53.06,10.28,0.34,1.07,3.14,4.29,34.13,21.76,0.82,NA,19.1,6.49,9.1
0.02,0.05,0.01,0.36,0.6,0.6,221.65,7.7,31.46,NA,0.54,1.18,2.18,10.47,54.05,19.86,0.94,77522.77,39.57,6.34,52.35,0.03,0.08,0.02,0.2,0.49,0.49,222.82,26.24,88.78,NA,0.58,1.41,2.43,2.52,58.78,16.41,0.74,19040.81,17.76,1.52,46.01,0.65,1.33,0.43,0.28,0.47,0.48,244.73,19.59,86.15,1.12,0.51,1.05,2.06,4.21,50.8,24.14,0.71,10176.42,14.24,1.72,45.86
16.31,39.73,23.94,0.43,1.07,1.58,535.93,110.65,174.48,90.1,0.45,1.1,2.44,24.64,58.96,47.79,1.07,23004.68,0,12.23,53.46,1.06,2.26,2.11,0.03,0.76,1.55,725.69,172.09,235.69,187.37,0.39,0.84,2.13,10.73,53.09,19.08,1.07,NA,0,19.28,-258.45,0.6,1.13,0.94,0.4,0.9,1.58,564.67,85.24,169.85,114.2,0.32,0.61,1.87,11.93,32.42,25,1.06,9706.63,0,12.64,-155.84
21.42,35.31,24.71,0.64,2.21,2.4,421.12,120.24,156.86,30.14,0.39,0.64,1.65,24.05,39.35,57.26,6.66,92529.3,0,3.03,13.06,10,19.46,30.81,0.38,1.53,1.85,1121.46,173.7,524.82,172.57,0.49,0.94,1.95,13.06,48.62,23.58,4.24,37287.67,0,9.44,39.77,12.9,25.91,25.77,0.12,1.52,1.63,727.14,493.21,353.91,38.65,0.5,1.01,2.01,15.72,50.13,31.44,2.53,12461,0,4.08,15.35
-2.62,-6.67,-1.84,0,0.46,0.7,255.87,49.16,93.8,30.71,0.51,1.3,2.54,4.33,60.66,7.33,0.63,21228.36,12.77,4.87,57.88,0.5,1.11,0.3,0.01,0.44,0.75,215.5,34.33,76.48,29.05,0.45,1,2.21,8.74,54.76,18.28,0.68,24920.85,8.33,4.88,54.16,1.68,3.26,0.95,0.03,0.54,0.86,205.46,34.67,78.59,25.12,0.39,0.76,1.94,11.37,39.2,22.02,0.77,10055.23,0,3.81,35.16
-1.42,-2.07,-1.05,0,0.81,2.41,268.99,58.14,54.04,115.41,0.31,0.45,1.46,69.77,31.35,67.2,2,2673.73,6.45,52.47,398.49,1.37,2.02,0.97,0.32,0.86,2.18,258.33,38.67,71.23,94.91,0.32,0.48,1.48,72.46,32.23,48.31,1.75,2978.26,0,50.45,353.26,14.12,18.32,9.4,1.28,1.93,3.76,242.24,29.8,45.37,82.85,0.23,0.3,1.3,86.81,22.9,120.29,2.68,NA,0,34.31,150.89
0,0.03,0.01,0,0.32,0.84,502.96,110.56,262.93,183.35,0.8,5.81,7.27,7.74,86.24,14.16,0.41,17322.75,17.18,10.66,48.93,-41.54,-918.63,-101.98,0.01,0.38,0.88,893.57,266.61,600.4,359.17,0.9,19.87,22.11,-35.3,95.48,-35.05,0.17,-48223.77,12.76,15.32,-21.73,-24.42,31.03,-73.84,0.01,0.62,0.98,1100.67,485.74,798.02,282.27,1.74,-2.21,-1.27,-9.12,174.05,-6.9,-3.01,11985.04,0,33.08,-41.15
0.64,1.07,0.82,1.95,2.13,4.37,467,8.61,47.18,107.04,0.4,0.68,1.68,22.93,40.48,46.13,1.33,6133.6,1.28,28.53,174.52,0.18,0.42,0.4,1.04,1.13,4.98,808.49,3.53,37.28,145.53,0.57,1.32,2.32,17.38,56.81,15.54,0.94,3278.9,0.75,38.21,348.58,0.58,1.32,1,0.47,0.88,2.4,632.71,22.35,57.54,87.86,0.56,1.29,2.29,16.84,56.24,33.64,0.92,NA,0.49,28.27,151.64
-7.75,-8.01,-137.56,32.47,34.79,67.75,6478.56,101.16,43.6,1456.82,0.03,0.03,1.03,6.76,3.29,123.85,1.85,-1505.82,2.53,257.59,-736.37,-14.78,-16.62,-231.8,9.48,10.62,19.48,5707.05,143.28,125.21,1124.49,0.11,0.12,1.12,5.28,11.04,-22.91,1.73,-3116.75,8.68,314.51,-399.43,-11.15,-12.1,-120.16,9.07,9.68,17.69,3923.27,55.94,92.7,743.16,0.08,0.09,1.09,11.8,7.89,70.91,1.68,NA,4.65,177.22,-662.37
2.78,5.13,4.16,0,0.42,1.87,546.64,50.39,89.96,179.18,0.36,0.66,1.85,16.79,45.92,30.05,1.13,13583.05,12.21,20.99,81.64,-3.31,-6.28,-4.89,0,0.35,1.59,537.01,48.79,108.06,176.42,0.38,0.71,1.9,11.26,47.25,12.9,1.05,9082.3,10.2,21.5,120.46,4.92,8.37,6.43,0,0.46,1.84,476.06,49.58,79.91,150.63,0.32,0.55,1.7,20.1,32.44,40.69,1.14,8494.88,8.2,14.63,57.79
13.46,38.19,91.03,0.06,0.96,1.42,2468.18,1246.76,373.23,644.92,0.65,1.84,2.84,21.62,64.75,39.53,1.84,NA,41.61,55.18,-18.41,12.86,26.77,95.59,0.01,3.44,5.92,2705.19,1065.04,311.05,772.91,51.95,108.11,2.08,27.18,51.95,40.86,3.01,NA,31.87,75.46,-23.94,3.89,7.24,38.14,0.46,0.98,3,3564.44,311.53,599.96,1211.72,36.28,67.45,1.86,21.44,36.28,28.57,1.5,NA,17.99,121.75,-71.26
4.76,7.32,10.84,1.87,3.63,4.42,831.78,156.72,88.64,70.55,0.25,0.39,1.54,15.45,34.99,46.8,1.51,15265.26,0,24.36,77.83,6.77,10.61,14.25,2.48,4.63,5.19,766.48,177.49,83.18,47.51,0.23,0.35,1.57,16.07,36.21,66.17,1.74,24018.21,0,19.59,48.89,4.52,6.67,13.7,2.24,4.69,6.08,1103.81,233.53,95.41,132.34,0.2,0.3,1.48,14.45,20.04,56.63,1.68,NA,0,21.68,56.04
6.46,23.31,61.6,0,0.45,0.87,3478.63,822.73,619.55,831.31,0.71,2.57,3.61,16.53,72.27,16.95,0.62,-9688.7,38.21,95.94,-84.03,1.16,4.15,5.33,0,0.6,0.84,1672.3,530.41,435.45,221.4,0.46,1.64,3.58,10.1,72.07,13.7,0.59,-10546.52,28.26,41.07,-77.78,-0.25,-1.53,-2.07,0.02,0.58,0.68,3046.47,959.27,1291.04,178.94,59.35,367.79,6.2,5.38,59.35,3.74,0.31,NA,16.3,33.79,-160.76
0.85,9.1,0.97,0.03,0.26,0.79,413.27,85.2,369.37,198.5,0.91,9.66,10.66,3.89,90.62,4.03,0.33,NA,0,3.44,74.34,1.28,15.46,1.14,0.28,0.6,0.89,322.24,92.21,292.27,85.2,0.92,11.06,12.06,4.77,91.71,3.68,0.45,5856,0,3.09,46.84,5.8,54.03,6.9,0.19,0.57,0.69,433.26,145,382.53,48.59,89.27,832.09,9.32,8.13,89.27,24.81,0.28,NA,0,2.78,9.57
38.06,49.33,43.8,0.98,0.98,0.98,303.81,NA,93.45,NA,0.23,0.29,1.3,38.06,22.84,188.91,1,NA,0,0,0,6.67,46.92,4.69,0.65,1.61,5.89,255.99,25.96,26.94,116.87,0.86,6.03,7.03,6.67,85.78,9.59,0.38,NA,0,0,0,-0.19,-7.86,-0.74,0.07,0.29,0.29,1413.54,108.82,487.6,NA,0.98,40.09,41.09,-0.19,97.57,0.27,0.73,NA,22.58,0,0
-7.15,-7.57,NA,14.63,14.63,15.51,NA,NA,NA,NA,0.06,0.06,1.06,-7.15,5.57,-128.47,NA,NA,0,NA,0,14.51,63.26,5.19,0.4,1.42,1.42,130.12,71.08,69.87,NA,0.77,3.36,4.36,37.64,77.07,23.86,2.34,3300.25,0,8.27,48.33,3.24,12.52,2.9,0.33,0.95,0.95,326.42,147.35,128.87,NA,74.15,286.8,3.87,23.3,74.15,18.08,0.85,NA,33.88,17.99,46.41
-21.62,-38.21,-15.38,3.14,4.91,4.91,259.52,92.4,52.11,0,0.4,0.72,1.77,136.09,43.41,-53.42,NA,11703,0,112.13,114.98,1.97,17,5.89,1.07,1.19,1.19,1086.91,105.86,902.16,0,0.88,7.57,8.62,32.61,88.4,2.25,NA,16453,0,91.49,93.42,-4.95,-72.05,-1.31,1.1,1.1,1.1,96.55,NA,86.73,NA,0.93,13.54,14.54,368.66,93.12,-5.32,NA,NA,0,99.1,100.7
16.31,32.46,13.98,0,0.43,1.2,312.96,55.67,120.29,102.02,0.49,0.98,1.99,36.09,49.76,50.12,1.15,32611.87,3.22,16.96,51.14,4.34,9.28,6.76,0.1,0.22,1.2,567.24,31.92,205.1,269.27,0.53,1.13,2.14,24.78,53.24,24.67,1.2,17604.93,11.89,31.86,104.68,2.73,4.86,2.63,0,0.16,1.43,349.69,20.77,139.47,183.23,0.44,0.77,1.78,31.19,43.53,30.24,1.41,NA,1.42,20.21,85.07
-4.11,-6.87,-11.58,0.22,0.57,4.9,1028.38,23.35,67.26,295.82,0.23,0.39,1.67,7.87,40.14,22.13,1.13,7267.27,15.63,33.76,122.59,-3.86,-6.81,-10.32,0.39,0.69,3.62,974.09,24.88,83.28,246.98,0.28,0.5,1.76,8.04,43.33,15.94,1.11,6370.19,18.08,31.83,138.22,0.01,0.02,0.03,0.12,0.28,1.29,879.5,32.59,49.99,207.65,0.26,0.43,1.66,13.48,25.74,33.73,0.89,7167.12,17.97,23.85,79.62
3.15,3.74,4.35,3.55,5.15,7.7,503.31,65.05,40.76,105.16,0.11,0.13,1.19,27.82,15.77,154.09,2.34,18309.08,0,34.01,91.48,3.11,3.61,4.24,2.96,5.3,8.26,495.46,68.87,36.05,107.95,0.09,0.11,1.16,26.55,13.92,145,2.21,19496.39,0,31.91,83.58,3.26,3.93,4.65,2.43,3.96,6.5,518.93,78.82,52.37,132.89,0.13,0.16,1.21,29.52,12.94,105.93,2.48,14008.37,0,26.97,63.94
0.13,0.18,0.1,1.53,2.38,4.68,298.27,27.26,32.32,75.57,0.14,0.2,1.42,36.51,29.45,95.41,1.88,14609.86,0,29.73,100.42,0.17,0.28,0.16,0.63,2.46,4.07,339.17,86.26,38.08,77.08,0.21,0.34,1.64,36.44,38.88,49.71,1.57,15771.08,5.48,33.8,103.04,0.81,1.28,0.81,0.59,1.37,4,363.33,38.12,42.34,128.85,0.2,0.32,1.58,38.55,20.12,52.79,1.49,11601.65,3.74,26.43,76.81
0.95,1.67,10.56,0.31,1.73,1.99,4076.71,2439.72,1721.71,464.82,0.44,0.77,1.77,18.24,43.55,7.79,3.93,-37629.33,0,193.14,-44.54,10.77,11.29,77.31,14.57,16.57,22.02,2613.28,183.44,91.83,507.54,0.05,0.05,1.05,38.08,4.59,326.63,4.47,-53921.5,0,196.07,-49.13,-1.35,-2.38,-16.78,0.06,1.57,1.84,4527.73,2855.22,1887.64,496.45,43.22,76.12,1.76,19.45,43.22,8.46,2.55,NA,0,173.7,-39.24
3.82,4.45,17.63,26.99,29.11,45.8,1685.73,30.71,14.53,245.88,0.03,0.03,1.17,8.8,14.29,374.52,1.46,25198.6,0,23,50.11,1.82,2.07,9.7,19.45,21.36,33.51,1940.3,48.62,25.41,312.89,0.03,0.04,1.14,6.78,12.23,252.23,1.61,20982.77,0,26.45,59.78,5.05,5.8,22.82,6.21,8.19,13.2,1645.87,36.13,48.27,242.04,0.05,0.06,1.15,10.79,5.17,208.31,1.46,10086.31,0,18.43,35.18
-9.57,-11.88,-14.19,0.16,1.44,6.55,541.19,42.41,32.91,170.52,0.16,0.19,1.24,12.82,19.42,13.35,1.52,10746.58,3.72,33.2,144.08,4.64,5.89,5.98,0.13,2.36,5.07,469.48,96.32,41.38,118.64,0.18,0.23,1.27,23.46,21.18,83.31,1.67,18514.53,4.38,24.28,78.93,0.62,0.81,1.17,-0.33,0.56,4.86,686.46,58.42,57.12,282.99,0.21,0.27,1.31,20.96,20.77,51.83,1.66,NA,3.87,27.76,68.31
-119.14,125.98,-64.09,0.05,0.12,0.12,196.36,23.77,364.24,0.96,1.95,-2.06,-1.06,32.98,194.57,-41.68,-1.2,522,0,81.84,950.77,1.22,19.75,1.53,0.47,0.62,0.93,456.33,61.56,411,130.34,0.94,15.18,16.18,56.6,93.82,17.12,0.47,3564,0,69.43,129.87,-12.35,124.96,-45.85,0.03,0.1,0.33,1350.88,91.04,1338.46,305.13,1.1,-11.11,-10.11,8.2,109.89,-4.98,-0.02,NA,0,76.29,738.54
3.56,11.97,7.75,0.01,0.41,1.21,795.28,52.38,35.02,106.67,0.54,1.82,3.37,9.38,70.31,22.21,0.84,15119.16,12.66,12.69,75.11,-5.58,-27.6,-21.52,0,0.23,0.93,1403.65,105.32,129.48,321.67,0.68,3.34,4.95,-0.49,79.78,2.79,0.79,-1515.48,26.01,19.63,-796.94,0.34,1.49,0.63,0,0.64,1.11,680.73,112.88,80.18,81.69,0.66,2.92,4.42,6.2,66,12.82,0.88,8937.73,17.67,7.77,87.68
1.3,3.28,2.49,0.14,1.44,1.85,699.37,255.22,84.81,82.23,0.5,1.25,2.52,10.26,60.33,54.46,0.96,7330.43,16.26,17.16,116.37,1.98,6.03,5.53,0.01,1.21,1.52,1014.25,400.86,105.44,104.47,0.52,1.57,3.04,10.49,67.09,31.28,0.73,-8258.31,22.74,23.7,-110.12,3.25,10.7,13.4,0,0.87,1.12,1502.78,466.67,238.32,130.06,0.58,1.91,3.29,11.24,58.11,12.98,0.68,6567.56,29.15,23.5,-84.85
-0.62,-0.63,-8.52,87.39,134.87,134.87,4979.94,1045.5,22.02,NA,0,0,1,-0.62,0.45,1330.52,2.52,NA,0,0,0,5.01,5.21,15.76,16.71,18.6,18.6,1144.51,79.86,42.19,NA,0.04,0.04,1.04,5.01,3.73,284.1,3.14,NA,0,0,0,2.24,2.25,18.88,62.05,116.48,116.48,3068.55,1052.57,19.34,NA,0.01,0.01,1.01,2.24,0.64,1160.64,3.85,NA,0,0,0
1.48,2.73,1.05,0.57,0.92,1.57,260.23,31.17,85.62,59.4,0.45,0.83,1.84,26.03,45.71,45.21,1.44,4948.53,1.74,17.5,205.06,-21.91,-81.39,-22.44,0.46,0.52,1.09,372.88,9.49,165.93,96.69,0.73,2.71,3.71,3.03,73.08,-4.58,1.09,-5810.78,0,25.55,-164.34,0.4,1.42,0.3,0.37,0.47,1.25,277.42,13.07,128.25,99.41,0.72,2.58,3.58,30.91,72.08,23.43,1.29,NA,0,17.17,115.05
-3.86,-3.98,NA,33.6,33.6,33.6,NA,NA,NA,NA,0.03,0.03,1.03,-3.86,2.98,-129.83,NA,NA,0,NA,0,22.84,28.18,26.83,5.25,5.27,5.27,427.69,1.92,80.22,NA,0.19,0.23,1.23,26.24,18.97,120.42,NA,NA,0,4,10.02,-9.17,-9.81,-10.5,21.74,21.78,21.78,416.84,0.58,18.93,NA,0.07,0.07,1.07,-9.17,6.51,-102.65,NA,NA,0,0,0
9.71,11.97,30.04,1.22,3.16,4.63,1128.76,261.18,64.72,265.28,0.16,0.2,1.23,12.01,18.85,114.35,3.13,126929,10.13,7.1,20.2,15.84,18.95,42.66,0.01,3.77,5.24,980.41,544.4,57.01,227.21,0.16,0.19,1.2,17.86,16.45,131.67,4.84,182817,9.83,5.45,14.31,13.99,16.21,33.44,0.01,5.55,6.42,869.71,627.74,37.55,101.08,0.14,0.16,1.16,15.78,13.67,113.85,6.41,NA,9.08,3.12,13.31
-9.26,-21.64,-11.42,0.06,0.36,1.42,450.27,74.45,213.57,261.77,0.57,1.34,2.34,11.29,57.22,-10.7,2.06,13097.5,7.03,25.35,128.98,1.88,4.2,2.13,0.17,0.47,1.46,413.65,66.54,196.36,224.02,0.55,1.24,2.24,21.23,55.28,5.22,2.2,22704.71,6.22,21.99,79.97,1.11,2.31,1.14,0.19,0.52,1.53,376.11,60.94,173.98,192.47,0.52,1.09,2.09,20.25,52.11,2.47,2.23,NA,4.21,14.57,58.41
3.01,4.82,1.07,0.13,1.51,2.75,130.17,64.27,11.81,58.57,0.37,0.6,1.6,27.47,37.6,8.09,NA,8296.5,27.16,8.72,78.15,4.75,8.36,2.51,0.17,1.63,2.33,192.64,119.45,38.48,57.7,0.43,0.76,1.76,22.84,43.2,11,NA,8520,22.65,9.58,67.51,3.85,6.33,2.37,0.81,2.22,3.22,223.7,97.51,18.27,68.23,0.39,0.64,1.64,24.87,39.19,9.82,NA,NA,22.84,12.92,74.29
22.95,-191.67,37.82,0.53,0.91,0.95,601.54,221.24,578.81,25.47,1.12,-9.32,-8.35,24.08,111.97,22.45,-1.74,NA,0,1.86,61.16,0.18,2.5,0.46,0.47,0.76,1.03,906.35,196.29,660.19,176.76,0.93,12.65,13.65,0.45,92.68,6.28,0.3,NA,0,0.67,-6.49,9.45,58.89,11.64,0.45,1.04,1.04,448.42,175.48,296.35,NA,0.84,5.23,6.23,10.63,83.96,18.83,0.53,NA,0,1.46,-5.32
-2.41,-3.87,-6.98,0.02,0.65,1.27,1058.53,174.2,177.51,169.88,0.29,0.46,1.61,14,37.76,25.59,0.96,6967.39,9.28,47.59,165.58,-1.18,-1.63,-2.89,0.04,0.39,1.72,889.42,50.77,145.44,195.99,0.18,0.25,1.38,17.64,27.39,60.39,1.03,7559.26,0,45.98,147.24,1.88,2.51,4.15,0.16,0.76,2.25,802.51,62.01,103.3,154.01,0.17,0.23,1.34,21.34,17.23,74.24,1.11,NA,0,30.02,96.85
0.01,0.01,0.05,12.4,26.58,32.82,1386.12,520.32,36.68,232.11,0.03,0.03,1.05,10.45,4.33,257.17,8.02,-95.27,0,39.62,-9656.77,2.57,2.87,4.85,4.22,7.67,8.88,687.74,228.52,66.17,81.19,0.1,0.11,1.12,12.15,10.61,99.17,6.59,8270.13,0,18.1,141.43,7.01,8.03,14.12,4.59,5.9,6.8,732.69,119.68,91.28,81.66,0.13,0.15,1.15,16.61,12.67,106.53,6.09,NA,0,14.15,98.46
11.96,21.11,15.28,1.06,1.21,1.21,466.5,29.38,199.48,NA,0.43,0.77,1.77,11.96,43.36,82.41,1.19,NA,0,0,0,2.95,18.61,1.53,0.16,1.09,1.09,188.85,144.6,156.13,0.2,0.84,5.28,6.31,2.95,84.16,9.4,1.74,NA,0,0,0,6.68,25.35,2.79,0.04,1.27,1.28,151.9,136.1,110.61,1.57,0.74,2.79,3.79,6.68,73.63,16.76,4.68,NA,0,0,0
